COSMICClust	COSMICDisp	COSMICNonSig	ExACClust	ExACDisp	ExACNonSig	MultiClust	MultiSeg	MultiCorr
		2AINA			4JZ1A			
		3C5RA			3KJDA			
		1WILA			1SQWA			
		2ODEC			3ZJBB			
		2I5FA			2DH3A			
		4GXBA			2DI7A			
		3V4PD			4KXUA			
		3AV1E			4N1DA			
		3VHXB			3HNCA			
		4K81E			2DNKA			
		2VOMB			7ICPA			
		4FQGB			4LT6A			
		2HV7E			4IM0A			
		3ZYJA			2E7KA			
		2OCBA			2DLKA			
		1YJDC			2DI8A			
		3IWPH			2WWEA			
		3D8CA			4J19B			
		3LREB			2CTDA			
		4NDGA			3BBPD			
		2FRGP			2CXKB			
		3LQ3A			e+70A			
		4L23B			1BY1A			
		2RKBC			2CQDA			
		e+50Q			1RY7B			
		2NVUB			1PC2A			
		1N8SA			4BGCA			
		1FO3A			3CYNC			
		4FPAA			3OJYA			
		2LLLA			2CU1A			
		4HBDA			4DMUB			
		2VN8A			1SGOA			
		1UCHA			3CYYB			
		2DOAA			2DKSA			
		3KT9A			2Y5CB			
		1MZDA			2E5GA			
		2DH3A			4I6XA			
		2JLLA			4AJ5Q			
		4K6JA			1NN8T			
		2GL7A			3LJWB			
		4EGXB			3LLKA			
		2DAHA			3H95A			
		3KLSB			2DT7A			
		2YTUA			1SS6A			
		3Q3JA			1MILA			
		2KXQA			1H95A			
		3PRYA			3R6NA			
		4F8TA			3TDCA			
		4G1CB			1PVEA			
		3Q6OA			2DNLA			
		3MJGB			1GA5F			
		2XV4S			1A12C			
		1HZMA			3IJEB			
		3S4EA			2CRWA			
		2JP2A			3ECMA			
		4D8KA			1FUJD			
		3VN4A			1HTNA			
		3LJUX			4B3ZB			
		1MHQB			4APCA			
		4DHFA			2DHYA			
		2B2TB			3HAIA			
		2QLUA			1M7RB			
		2MGXA			1BHGA			
		1A28A			3A4UB			
		2PV0A			2VCVA			
		2VCYA			2YCUA			
		2L0TB			3A98D			
		2YPDA			4A1GA			
		1BPVA			2V9KA			
		1Z4KA			2CZHB			
		3ZNIE			4EGXB			
		2D8SA			3OU5A			
		3HKVA			3BXWA			
		2M6IA			1PBWB			
		2AL7A			1WGLA			
		2DMPA			3ZNIE			
		1FQ3A			1DX5J			
		3OMKA			4B91A			
		2ENNA			1UM1A			
		4N4FA			4CC1B			
		3ODXA			4BXUA			
		3KEUB			4AKVA			
		3F70A			3MPHB			
		2QAGB			4HMYB			
		3IHJA			3DXCA			
		4AWLB			2FEBA			
		1GH2A			1SU3A			
		3R90D			3L5WJ			
		2UVQA			1Q7SA			
		2NT2B			3E0JH			
		1GBNB			1IYJA			
		3D8FC			4DBUA			
		1DK8A			1OLZB			
		3BL7B			1H66D			
		2UYYB			2CTMA			
		2DMXA			2Z4FA			
		4LLBA			1QH5A			
		2H3NB			1NCUA			
		3T1IC			3IGUA			
		1TTNA			3LLMB			
		2ERYB			4BKNA			
		2EDEA			1TDHA			
		2PSRA			1P5QC			
		1WFNA			2DMZA			
		1WELA			1HP8A			
		1TWQA			4M0AA			
		4NDYR			4B6LA			
		1GGLB			1MKJA			
		3LYIA			4BSTD			
		4KKDA			4HAEA			
		3AADA			1JM7A			
		1BD9B			3E3RB			
		2E9WD			2DMWA			
		2I32B			4KC3B			
		2HKYA			2E0MB			
		4MY2A			4EKCD			
		2X2UA			4DUQA			
		4BWED			3B6UA			
		3RAUB			2DLWA			
		1FHTA			3LLUA			
		3GUBA			4KKIA			
		2XU7B			1FYJA			
		4CQ1A			4MQFA			
		2EHRA			1JUJC			
		1EIHA			4K33A			
		3IQ2A			1PJ2A			
		3J2TB			2GF5A			
		2G2BA			4E9MC			
		4FZFB			3MDJC			
		2ATXB			3BJCA			
		2NZTA			1OG2A			
		3D1NI			3F31B			
		3EBBC			3D34B			
		3I2NA			3RGKA			
		1FT8C			1MQ0B			
		3QWRA			4LRHA			
		3QC3B			1L8KA			
		2X18A			4ERVA			
		2V8SV			4JSPB			
		2HNXA			2E5BB			
		2XBBB			4AIFB			
		2CM0A			2V60A			
		2V14A			2DAJA			
		1WGMA			4C0DC			
		2GRYA			1JIQB			
		1MU9A			2DZMA			
		3DAIA			1HZNA			
		2QNKA			2KNTA			
		2EECA			3B9CC			
		3K72C			4AF3A			
		2P6NA			3IFQB			
		2CTLA			3MTGB			
		3W98E			4M9PA			
		1NF1A			1JEYB			
		4K2PB			1EAZA			
		3M1NA			4A60A			
		4L3IB			1KFXL			
		1IBXB			3BI6A			
		4GU0E			1LQ8G			
		1WMSA			2WSLA			
		1LS6A			4COSA			
		4HN2A			4JOLD			
		1M7KA			2I6LB			
		2LP1A			4C0DB			
		1K9II			3B4VH			
		2MHNA			4DM8B			
		3U8ZC			3H6NA			
		2DAJA			4EEGA			
		4HWNA			3D7CA			
		2QQ8A			1LDJA			
		3TUGA			3RODB			
		3T6PA			3ALOA			
		3CPFB			2DM1A			
		2DIUA			4I9WB			
		3JW0C			3L81A			
		4DBUA			4A0DA			
		2EEDA			2E7MA			
		1HDPA			4BN2A			
		2BMEC			2Z6KA			
		2B25B			4B18A			
		3HAJA			2EANA			
		4FR4F			4A1NA			
		3BXWA			3LDLB			
		2DJRA			3SEAA			
		3T6GA			1H8BA			
		1ZLGA			3E7CA			
		1C25A			3COMA			
		4H87B			4CGAA			
		4LVTB			1H9UD			
		4DBGB			2GK1G			
		1EXTA			1PDRA			
		1X4WA			1IYFA			
		2OJUB			4JHNA			
		2HZ5B			1EHWA			
		2DIPA			1EL0A			
		2GI7A			4DKDA			
		4M4RC			3N00A			
		4F9ZE			3C5WP			
		3S2KC			2FV8A			
		2QY7C			1WI5A			
		3BBBD			3P53B			
		2H58A			4B7LA			
		2LK2A			4AKMB			
		2WFQA			1AW0A			
		4A5TS			4M6WA			
		3Q0QA			1J55A			
		3HFWA			1HDJA			
		1D9NA			4K87A			
		1U7TC			1LMJA			
		2CW9A			3B13A			
		3RZUD			1JKGA			
		2YUFA			1JBIA			
		1WFVA			4A6EA			
		2RRAA			4DHXF			
		2EBLA			3LY5A			
		3PJCA			1O8RA			
		2DYPD			3BD0D			
		3TL5A			3S8IA			
		1R4XA			4K0VA			
		2ZG2A			1NR1C			
		2CPEA			2ZNSA			
		1LM7A			3BERA			
		3ZQSA			3ILZA			
		4JGHD			1DV8A			
		2JRFA			2CSQA			
		3UOMF			2HC2A			
		2D93A			3RJMB			
		4K33A			3F7PA			
		2CPXA			2DZJA			
		1WWTA			2DB5A			
		3LDBA			1FGGA			
		4M6TA			1HUPA			
		1RRPD			4AVXA			
		2CT4A			3DJUB			
		1M7RB			1B0FA			
		1WRYA			3FA2B			
		2FC8A			1GGUB			
		3Q2EA			2H3LB			
		2JC6A			3BPUA			
		2KR1A			3A1FA			
		2FCBA			2CSPA			
		4IVCB			3AIHA			
		3RZNA			1A7SA			
		3K2IA			2CP6A			
		3IFAB			2H3NB			
		1FYJA			2CREA			
		4NT5A			3OTQA			
		1F66G			4DB1A			
		2YSXA			3CBQA			
		3L4VA			1UJKB			
		2B0OE			4MTLA			
		3L4CB			3D24C			
		2M0CA			3LM0A			
		2VYTA			2FRGP			
		3S8IA			3E1RA			
		3ISUA			3J0AA			
		3U7UC			1AQCB			
		1HTJF			4AH6D			
		4HPLB			1NVPB			
		4H9PC			2DAHA			
		2DM0A			3AL2A			
		3T06E			3NMZA			
		4DKKA			1GUMD			
		4DCNB			1DT4A			
		2MDGA			4CGYA			
		2EAXC			2DH7A			
		3KJDA			3PE0A			
		1JBIA			3QYEB			
		4EA4A			2E7CA			
		1D5FA			3E6UA			
		3KG5B			3NXTA			
		4F8QA			2DK7A			
		4BQAA			3RK2H			
		1ZMMB			3CXEC			
		2KNAA			1CB5C			
		2DNPA			2ZMFA			
		2COJB			3ZYJA			
		1IKTA			3BYIB			
		4BLDB			3B94A			
		3TOPB			4DAYA			
		1IVHA			2FV7A			
		3BERA			1LCYA			
		2DN6A			3AN2E			
		3CFVA			1AX8A			
		3KH0B			1D5FA			
		2O0LB			1S3AA			
		1X0JA			2X2MB			
		2YRAA			4DLOB			
		1X61A			4ET7A			
		2V0OA			1OIPA			
		4I6JB			3ECSC			
		1Y8RA			1C9YA			
		2L7FP			4IVOB			
		4LMFA			4H9PC			
		1WFGA			3RAUB			
		1F3UD			3AP1B			
		4CRHA			4CCAA			
		3S93B			4AP6A			
		1CQTJ			1RW2A			
		2V5YA			4G1MA			
		2GZDA			2DA2A			
		3D3KA			3MMYE			
		4C8DA			3BO5A			
		2D8RA			e+30A			
		2RLIA			4AVMA			
		4BKWA			2E9WA			
		2DFDC			3N9UC			
		2YS1A			3OV6A			
		3QNTA			2CPMA			
		2I1YB			3CCZB			
		1WGXA			4MXVA			
		2OUDA			3IUYA			
		1Y02A			1J78B			
		1VYHI			3NVQF			
		4DY0B			1FYXA			
		3ECSC			1AH1A			
		3JXHC			2DN6A			
		4LDQA			2CRYA			
		1RK9A			4C0AB			
		2HE9A			3NBNE			
		2PE4A			3OLNA			
		1OC3B			1J89B			
		3RAWA			3A6NA			
		2KDPA			3F3SB			
		3TH7B			4OSYB			
		3B2DD			4NT5A			
		1EGDA			4HC7A			
		1VZOA			1GH7A			
		3OF6F			4EKGA			
		3RI4A			1OWAA			
		2W08C			4BQ7D			
		2X8AA			1G88A			
		2EDQA			3BD9A			
		4AKVA			2DNZA			
		1X68A			1NL0G			
		1S1NA			1APYA			
		4KFMG			3Q32B			
		1K93F			2CQOA			
		2DMZA			3AKMD			
		1RONA			2D88A			
		2P3WB			4CDGB			
		3U3FB			3H11A			
		3EU9B			3NBHB			
		2KBXB			3E4CA			
		2CPQA			1JM7B			
		4CGAA			1EGDA			
		2CSVA			1P32A			
		2ENZA			4K30Y			
		1S1CY			2E9JA			
		1WVOA			4E6RA			
		1WH8A			4JXHA			
		2EQUA			4MY2A			
		2COFA			1DEUA			
		2L9NA			1GGZA			
		2ALRA			4CFEE			
		1CM8B			3LAWC			
		2GE9A			4LY1C			
		2COEA			3RK6A			
		3S6N2			1GO4H			
		4BFBA			4AQPC			
		2DMGA			4BKTI			
		4H6JA			2CRPA			
		2UZPB			2ZOQA			
		1RPMB			1LARB			
		2CT2A			3RBNB			
		1WRMA			2CUPA			
		3V4JB			2CQ1A			
		1DU3K			3EDIA			
		3T2NA			4BJ3B			
		4EL1B			3AQQA			
		4IS7A			4IF6A			
		3HY5A			4EGCA			
		1H7UB			4E1OE			
		1JKWA			4HTIA			
		4N6HA			2FFUA			
		2YTXA			4DYOA			
		3F1IS			2DM4A			
		1UEYA			1URFA			
		2KHXA			3EACA			
		3PNWC			4D8OA			
		2NZ0D			1GRIB			
		2E5BB			2CQKA			
		2L7BA			1B22A			
		3I4WD			3B2DD			
		2RIIA			3R2WC			
		3OB9B			2DMPA			
		4EUWA			2DYBB			
		2KSAA			4N4WA			
		2ME6A			1ELWA			
		2HRBA			4B6HA			
		2Q3EB			4A63D			
		4HOUA			4BKWA			
		2OM5A			3ZJYG			
		2K27A			2HDHB			
		3B7BA			2DNHA			
		4DL3A			1SD1A			
		4FBNA			1DE9A			
		1VJBB			1GXDB			
		4DYLA			2D8ZA			
		2ELLA			4IYPA			
		3L46B			4IC7B			
		4FDJA			3ZJCB			
		2JA3D			3SDLC			
		2WQMA			4EN0A			
		2PY1A			4AD9B			
		1M6IA			3BORA			
		4IB4A			4MD7B			
		4A11B			1L5SA			
		1SQWA			e+93A			
		2DK3A			3ZTGB			
		3BC1B			1L9XA			
		2GFUA			3C9QA			
		4APCA			3DTPA			
		2XCVA			4I5KB			
		2HYNC			3D68C			
		3HL2B			1LHWA			
		2J3GE			4H8SC			
		4JA8B			1PQ2A			
		1IF4A			3RWRE			
		1EOTA			3CXLA			
		1FNFA			4BX9A			
		2KEOA			1L2JB			
		2CRRA			3B5HC			
		2XNSB			2DNPA			
		2NN6A			1N1FA			
		1TZNl			2E0AA			
		1WXMA			1A7AA			
		2FLUP			3BU6A			
		4G8AC			4L01A			
		2XRFC			2DNNA			
		e+74A			2DN8A			
		3I2VA			2CS3A			
		2GF5A			4DY0B			
		3IU6A			2DFDC			
		3RCDA			1M7KA			
		2M0GA			4A4PB			
		3L6AA			3DI2D			
		3LLKA			3DLJB			
		1LJ7H			1KN0C			
		1EKGA			3AU5B			
		2M0PA			3ZKJA			
		2YRLA			4M6TA			
		3L0CA			1AM9A			
		2C9YA			1FT8C			
		3CYYB			3COSD			
		2CQ8A			4JIHA			
		1X5EA			4DG6A			
		2A9UA			2D8SA			
		1ZRHA			3BPJA			
		1EERA			1JR2A			
		1JVGB			2DHZA			
		1RBYA			4ARKA			
		2R37B			1H6EA			
		2CFYA			4DWNA			
		3CKIB			3BCHA			
		3CW3A			1DGBD			
		3VLNA			1JOCB			
		1NE7D			2HLZB			
		1WIOB			3DZ8A			
		1UUCA			4MZRB			
		1KQ6A			3N06A			
		3GXMA			1AOSA			
		3DOFA			1MKPA			
		2IC1A			4DBGB			
		2MF9A			1OVZA			
		1GY5B			2Z5DB			
		1V9VA			3D59A			
		3T5IB			2ZFHB			
		2R2QB			3A2AC			
		3DSHA			4A04B			
		1HYNS			3EBQA			
		2Y3IA			1QA9B			
		2GWHB			4DNLA			
		1FIKA			4JGHD			
		1V89A			3K71D			
		3D2NA			1L9LA			
		2Y96A			2NSMA			
		2BT2C			1J4WA			
		2PD6B			4DOHR			
		2TGIA			1DC2A			
		1W7NA			4BZCA			
		3PJAH			1H3IB			
		4ET7A			1D4UA			
		2HT9B			3C5HA			
		1KBHA			4B95E			
		2C0YA			1KV3B			
		1NCNA			3AVRA			
		3MX0D			3A98A			
		2FE4A			4DLJA			
		1W8MA			4DKKA			
		2GLIA			1CF4B			
		3D9SD			3OL2B			
		3AQFB			4A63E			
		2BOAB			3HCSB			
		3SMTA			1OU5A			
		2DMHA			4KNGB			
		2LCEA			4MLEA			
		4ACQB			3N46F			
		2L2DA			1HK0X			
		4GDXA			3DBRA			
		3W9YA			4DM9A			
		4I0PG			2CPEA			
		3F9YA			2ZIXA			
		1DJLA			2DO0A			
		1CZVA			2CSKA			
		3QIKA			2CQ8A			
		2F5IB			1NN6A			
		3GEBA			1EIHA			
		2QA5A			1K1AA			
		2K6MS			2DLVA			
		2JG8B			1HY9A			
		2E0AA			e+96B			
		1XMID			1JFIB			
		1DGBD			4A35A			
		3Q32B			1B72A			
		2BCDA			4NH9A			
		3OWPA			1AINA			
		2CSZA			2D8NA			
		4DDGL			1D6GA			
		2DGXA			4DKDC			
		2PFIB			2D93A			
		4IU7B			4M4RC			
		2KQSA			2DT6A			
		1IILG			3DZUA			
		1RX0C			1JSGA			
		2C5DA			3CTZA			
		3ZKJA			1DIGB			
		2OKNA			3OWHA			
		4KGHB			3BL7B			
		2CKJA			2D86A			
		3E7CA			3DALA			
		4CC1B			2Z5FB			
		3MPXA			1AFOB			
		4JXHA			1JI7A			
		3IV1G			4DZOB			
		3HD6A			2D8QA			
		3F1RB			2E5NA			
		3KVWA			3DDUA			
		4HWTB			3D6TB			
		3O47A			1NWMX			
		2DBJA			3DI2A			
		2Q80E			3ZKEG			
		3LQHA			4BBMA			
		3UA9B			1H2UX			
		4L7RA			1ONQC			
		2I7TA			3DLMA			
		4IYPA			2CSFA			
		4LL9C			4B3FX			
		3H3GA			2DYLA			
		2UXWA			2CQEA			
		3EX7B			1F05A			
		2OCTB			2DE0X			
		2W5ZA			2DGTA			
		2GCOA			1OQYA			
		4BW5B			00.0C			
		1I16A			2HZQA			
		1X5ZA			e+77B			
		3IW4C			1M9IA			
		2EJ8B			3RIPA			
		2Z6EB			3LD6A			
		1U7FC			1GZWB			
		2DB8A			2E9WD			
		2A9JB			4ABLA			
		1H8BA			4IY4C			
		2G59B			2HGSA			
		3N46F			4OG5A			
		1H6FA			2DB2A			
		1RV6W			1MX1D			
		1X3CA			2JI4A			
		3IPYA			4B6DE			
		2W2CI			1NUTB			
		3H3SB			1FXLA			
		3HU2E			4DOUA			
		4H6YA			4DRZA			
		2ILRA			3A4OX			
		1CC0E			1K9II			
		2D07A			2ZW3B			
		1T77A			4BW5B			
		3TYYA			4HMYS			
		3DZYD			2CW9A			
		3UYQA			2CQ0A			
		1OIPA			3DYDA			
		4DKDC			2CQ4A			
		3SYXA			4HCRA			
		1HCIA			1CP3B			
		2WFNB			2D8MA			
		3DLMA			4HSAC			
		4CCZA			1J7VR			
		3RPNE			1BD9B			
		4NW5A			4D8KA			
		3ELBA			1D1TD			
		2EHOB			2DSRG			
		3AU5B			3R8QA			
		1I27A			4ELJA			
		3J5YB			1RX0C			
		3PKJA			3BICB			
		2WPLS			4C0DA			
		4DGJD			2D9KA			
		3V6AA			2ZMEA			
		3H6AA			2DITA			
		3QLNA			4A0LE			
		3KV4A			3DM1E			
		3HHCB			1EOTA			
		2WMNA			3D3LB			
		2M1WA			3BC1B			
		3UO9D			2ZU6D			
		2FDBM			3E0LA			
		1WIZA			3BFNA			
		2R3VD			3C6KD			
		1AVFA			3E0GA			
		3HNGA			4KX9A			
		4F0DA			3DADA			
		3KV5D			1GXEA			
		2OJ4A			1BWNB			
		2PZ1A			3ZWHQ			
		4HMYB			1G9LA			
		4HDOA			1NN1A			
		2RJEC			4EPUA			
		1BI8A			3C59A			
		3DLQI			3PDFA			
		4A60A			2DM0A			
		4L9MA			2DQ7X			
		1ZXQA			3DGCS			
		2Z7XB			3RAYA			
		2VT8B			4ATUI			
		3EQ1B			1KHBA			
		1GGZA			4OAVB			
		4F91B			1AVON			
		3TWJC			2D7QA			
		2R4HC			4B86L			
		3LTLA			1LN3A			
		1HURA			3AY5A			
		2JAJB			1KYNB			
		2Z7QA			3DL2A			
		1ZMDA			4B87A			
		3K27A			1G83B			
		3HR4A			3BFXA			
		3O0ZC			4M8NH			
		4FITA			4A9CB			
		1H5PA			4C8DA			
		3G45A			3DTCA			
		3I3NB			3A8WB			
		3LCYC			4DRBJ			
		3UT1A			2VGEA			
		3LPOA			1ALUA			
		2ALDA			3D3KA			
		1OWAA			4EA3B			
		1SAWB			3ZRTB			
		4L01A			3BG3A			
		3OW8D			2CSOA			
		2KMVA			2FYTA			
		1OU5A			2DO3A			
		4NJ4A			1TR2A			
		4HLJA			3DZFF			
		2AR7B			1GZHD			
		2DK7A			1LI1B			
		2D7OA			2D3VA			
		3RJWA			2DI9A			
		1ELRA			3ZYIA			
		3T7OA			2DMQA			
		2IHDA			2CRAA			
		3VI3B			2CQ7A			
		2BKAA			4B8ZB			
		2OX8B			1EBPA			
		2V1NA			4DX1A			
		2AG5A			3L5KA			
		3J0AA			1KWAB			
		1A7AA			2HYEC			
		1ZKLA			4B4CA			
		3GGRC			3EBBC			
		2KHNA			4BTAB			
		3UEOC			3P2TA			
		2OKVD			1M6IA			
		2BXSB			1J8KA			
		2KYXA			1CVJG			
		1YZGA			4HPFA			
		2DJSA			4A5TS			
		2Q13A			2DMKA			
		3CZHA			4JNKC			
		2XEQC			4MI0A			
		2AZTB			3NDQA			
		2LEJA			2DOBA			
		3LBXB			3ZYJB			
		3C7XA			2ZG2A			
		1T7YA			4DA1A			
		4F7SA			1APJA			
		1RRJA			3EC8A			
		2D9KA			2ZMVA			
		3VOQA			1CC0E			
		3LHRA			1Q7LC			
		3SDEB			3B97B			
		2CURA			2DB6A			
		3I4RB			1FVRA			
		4DOHD			3MAZA			
		2CV5D			3A77C			
		4FG8B			1DU3G			
		1G83B			1PSIA			
		2VIFA			1AS4A			
		1CDZA			3DWBA			
		2JK9A			4MWTA			
		1MKPA			3BBBD			
		1E5WA			1CQTA			
		3SQDA			1BJ4A			
		1SO2D			2D68A			
		3ORHC			3A03A			
		1W98B			3CAQB			
		4O2WC			3DEMA			
		3RQ4A			3THXB			
		2KL7A			1E8IA			
		4HC7A			4K2PB			
		2I6KB			1DJLA			
		2DKZA			1JH4B			
		1UV0A			3DWWA			
		3CRDA			1O1VA			
		1FB1E			2CURA			
		2CT7A			3PS5A			
		2J3SA			3S2KC			
		1NKRA			4ACHA			
		3A77C			2CQIA			
		2QC8F			2Z6EB			
		2P6VA			2O8BA			
		2P0RB			2DA4A			
		1AIIA			4BQAA			
		2R02A			3E1YA			
		3PU8B			1J72A			
		2C43A			4JUYA			
		4AGUC			3QYBA			
		2V37A			3DSHA			
		2CSYA			2DLXA			
		1XTJA			3BZHA			
		1HMLA			4DQMC			
		1LV2A			4DGJD			
		4LPKA			1JO6A			
		2CSOA			4AJ5U			
		4KXUA			2CSYA			
		4A63E			1PKXD			
		2WA0A			2DAZA			
		2LRRA			4DHXD			
		3G04C			2ZB7A			
		1N83A			4AWNA			
		2R5TA			1AV5B			
		4A5WB			2D9NA			
		2JISB			3DPRE			
		1M3GA			1HU3A			
		3I4UA			2CQUA			
		4HSAA			4A27B			
		4A4PB			3ZYWB			
		4KT1A			2KSNA			
		2BR9A			2ZKSA			
		4MWTA			1B4RA			
		1LI1F			1OVLA			
		2KPKA			2JUNA			
		2GSXA			3PLSA			
		3GAVA			4B04A			
		1AOSA			1PQ6D			
		3MAZA			4DYLA			
		3OPEA			3ZYGB			
		3RQFA			2CSAA			
		3YGSP			3DAIA			
		2L0FB			4BOUA			
		4MSVA			4AE8B			
					2CR4A			
					4L3IB			
					4BK0A			
					2E8PA			
					3A8YA			
					3BUAC			
					4BC5B			
					1LT8A			
					2ZIVB			
					4DQYF			
					4D90B			
					1HLGB			
					4A8XA			
					1HDRA			
					2VT8B			
					1HKFA			
					2D4CC			
					1H0ZA			
					4A1HC			
					2ZHKB			
					4BEJA			
					1GG3B			
					3DB5B			
					2ZM1A			
					1NUDA			
					4LX1B			
					3D4JA			
					2X7OA			
					3B7BA			
					2E5SA			
					3BLJA			
					e+74A			
					1QK9A			
					3ALQT			
					3ACAB			
					4HWTB			
					4ASCA			
					2E5OA			
					2DMYA			
					1AIIA			
					3B8KA			
					3BG0H			
					4KC9A			
					2DS4A			
					3BQRA			
					4BFBA			
					3L4VA			
					4AZ9B			
					4C0PC			
					4A11B			
					4BPBA			
					3D42A			
					3DQVD			
					3BHHD			
					1OLME			
					3BDLA			
					4DPGF			
					4ED5B			
					4EA4A			
					4NPJA			
					3AZND			
					2CQ3A			
					3FN3A			
					1PGZA			
					3E2UH			
					1AAPA			
					3L5HA			
					4DRBC			
					3QXLA			
					3IKMD			
					3B2DA			
					3CEGA			
					2ZNEB			
					3B7KA			
					1HCQB			
					3BT1A			
					1UWYA			
					1G55A			
					4BOCA			
					2ZOCB			
					1T3XA			
					3DOFA			
					3BHMA			
					3E3BX			
					2CPYA			
					1GUHD			
					1KFUS			
					3DYTA			
					3ZWFA			
					4LUOA			
					2ZT7A			
					1I0EB			
					4DJHA			
					3BQ7B			
					3B1UA			
					4EL1B			
					2DMHA			
					3E0JE			
					2E2XA			
					3DDTA			
					4BWED			
					1J1AB			
					3LTLA			
					2HDEA			
					2EAOA			
					3DREA			
					2DNXA			
					3K72C			
					2ZFUA			
					1C9QA			
					1M9KB			
					1A9NB			
					3EAYA			
					4DG4B			
					3C5CC			
					3OWBA			
					2CUDA			
					2DB8A			
					3RQFA			
					2CPQA			
					3ZRHA			
					3J2TB			
					4JMKA			
					3BE1A			
					2I0EB			
					4BQDA			
					4AQIA			
					4DOHD			
					4NACB			
					3D9SD			
					3EDTD			
					3PT3B			
					3QXYA			
					3ZONA			
					1HCIA			
					3BVOB			
					2GDZA			
					3DLSF			
					4KMZA			
					2Z6WB			
					2HRBA			
					3NR1A			
					2E1EA			
					3PFSB			
					1J1DF			
					3FCSC			
					1K6MB			
					1PRXB			
					1AA2A			
					3A6PA			
					2O8DB			
					4I7CC			
					1HLCB			
					2Z7XB			
					2CPXA			
					2E5RA			
					1SHZF			
					1NZXB			
					4K6JA			
					2JVNA			
					1MQBA			
					2VWFB			
					4E3CE			
					4A5WB			
					4EC8B			
					4ACQB			
					3ZQSA			
					1ELKA			
					3KLSB			
					1GBNB			
					3A1BA			
					2DHAA			
					3A8YD			
					3LFVB			
					3FO5A			
					2DMXA			
					3DZYD			
					2I7TA			
					1H5PA			
					1T5CB			
					e+37A			
					3LUEF			
					3Q6OA			
					3RCHB			
					4DINB			
					2Z7XA			
					4L1UF			
					3RRQA			
					4MQ2D			
					1QGKB			
					3DCYA			
					1JJXA			
					2DWPA			
					1HZMA			
					1AWWA			
					1BP1A			
					2CRMA			
					4NCSA			
					2EA2A			
					2CT5A			
					4ESRA			
					4BZYA			
					1K78E			
					4A4LA			
					3EDHA			
					4DVQJ			
					e+36A			
					1BPVA			
					3C7XA			
					2CT6A			
					00.0A			
					4AG4A			
					3DUHC			
					2ZV6A			
					3DZXA			
					4AGUC			
					2DAQA			
					3AJQA			
					3AJBA			
					4BKXB			
					2CM0A			
					2CLWD			
					2CP3A			
					2CI9A			
					2COFA			
					2COKA			
					2CP0A			
					2COCA			
					2CO8A			
					2COAA			
					2CODA			
					2C9YA			
					2CH0A			
					2CKKA			
					2CMWA			
					2COEA			
					2COYA			
					2CN1A			
					2CCIB			
					2COPA			
					2CH9A			
					2CE8C			
					2UURA			
					2UZGA			
					2CJZA			
					2RPPA			
					2C7SA			
					2TGIA			
					2CBZA			
					2RNXA			
					2ROLB			
					2COZA			
					2UX0D			
					2UVLB			
					2CLPI			
					2CFVA			
					2V37A			
					3WAAF			
					2UZCC			
					2RT5A			
					3WIYF			
					2V24A			
					2UZ8A			
					3YGSC			
					2UVQA			
					3WHWA			
					2RNRB			
					2V14A			
					2RRFA			
					3W98E			
					2UYYB			
					3W5KB			
					2COJB			
					3BPOB			
					2RR8A			
					3YGSP			
					2RORA			
					2M5VA			
					3WH2A			
					2RO1A			
					2M59A			
					2YUHA			
					2V1NA			
					3ZBFA			
					2ROPA			
					3ZDUA			
					2CFYA			
					2M3TA			
					2M1WA			
					2M0PA			
					3ZI1A			
					2M6NA			
					2CH6D			
					2YUWA			
					2M6IA			
					2YUXA			
					3WBPA			
					2UZPB			
					2M3DA			
					2SHPB			
					2YU8A			
					2YUVA			
					3ZHFA			
					2YUZA			
					1X4PA			
					2M9XA			
					3ZD2A			
					1X4GA			
					1X3SA			
					3W3GA			
					2M2FA			
					3WAAC			
					3KV4B			
					1X4EA			
					2MC3A			
					2YUYA			
					2YTXA			
					2RPCA			
					2YUQA			
					1X2QA			
					1X4WA			
					3W1WA			
					2RR3A			
					3ZGOA			
					3ZDKA			
					2YYOA			
					1X4VA			
					3ZHPA			
					3WHDA			
					3KTVB			
					2YUJA			
					3KUZA			
					3KV4A			
					2MBCA			
					3KRMA			
					2IO1C			
					2M0CA			
					1X0JA			
					2Z3RK			
					2M3OW			
					3KVHA			
					1X59A			
					3W97C			
					3ZFMA			
					2M76A			
					2MB9A			
					2V0OA			
					2YUSA			
					2M85A			
					2M0GA			
					2ILAA			
					3W7RA			
					1X40A			
					3W9YA			
					2IFVA			
					2M20A			
					2M17A			
					3W4ID			
					2IQJA			
					2YTVA			
					1X5OA			
					2MA2A			
					2YWKA			
					2IIKB			
					1X0FA			
					2YW5A			
					2YU4A			
					3KUCA			
					2Z0UB			
					2MBGA			
					3KUQA			
					2IF7D			
					2ILRA			
					4LECA			
					3QKGA			
					2YTUA			
					3KV5D			
					2M0GB			
					2M0RA			
					2M1XA			
					1X2PA			
					3QJ4A			
					3L1ZA			
					2YZ8A			
					2YUFA			
					4LG7A			
					1X52A			
					2IL1A			
					2IHBB			
					3QIKA			
					2UZXB			
					2YTYA			
					3QD6U			
					1X51A			
					1X5HA			
					2YTWA			
					3ZFYA			
					1X5EA			
					2IQCA			
					1WZVB			
					2Z13A			
					2Z0VA			
					1R8UA			
					2YUDA			
					2IZVA			
					1X3CA			
					1R4XA			
					3KVQA			
					3KQSB			
					1X1FA			
					1X0HA			
					3KY9B			
					4LEVB			
					3QFVB			
					3L0CA			
					1X5NA			
					4LADB			
