structid	chain	unp
4CQL	N	Q8N4T8
4CQL	O	Q8N4T8
4CQL	P	Q92506
4CQM	A	Q92506
4CQM	B	Q8N4T8
4CQM	C	Q8N4T8
4CQM	D	Q92506
4CQM	E	Q92506
4CQM	F	Q8N4T8
4CQM	G	Q8N4T8
4CQM	H	Q92506
4CQM	I	Q92506
4CQM	J	Q8N4T8
4CQM	K	Q8N4T8
4CQM	L	Q92506
4CQM	M	Q92506
4CQM	N	Q8N4T8
4CQM	O	Q8N4T8
4CQM	P	Q92506
4CQO	A	A5YKK6
4CQO	B	Q8WY41
4CQO	C	A5YKK6
4CQO	D	Q8WY41
4CR5	A	P03951
4CR9	A	P03951
4CRA	A	P03951
4CRB	A	P03951
4CRC	A	P03951
4CRD	A	P03951
4CRE	A	P03951
4CRF	A	P03951
4CRG	A	P03951
4CRH	A	Q8TBC3
4CRI	A	Q12888
4CRI	B	Q12888
4CRL	A	P49336
4CRL	B	P24863
4CRP	A	P04629
4CRS	A	Q16513
4CRT	A	P27338
4CRT	B	P27338
4CRU	A	A5YKK6
4CRU	B	Q92600
4CRV	A	A5YKK6
4CRV	B	Q92600
4CRW	A	A5YKK6
4CRW	B	P26196
4CSJ	A	P04150
4CSJ	B	Q15596
4CSK	A	P29972
4CSR	A	P25208
4CSR	B	Q13952
4CSY	A	P16581
4CSY	B	P16581
4CT1	A	O15530
4CT2	A	O15530
4CT4	A	A5YKK6
4CT4	B	P26196
4CT4	C	A5YKK6
4CT4	D	P26196
4CT5	A	P26196
4CT5	B	P26196
4CT6	A	A5YKK6
4CT6	B	Q92600
4CT7	A	A5YKK6
4CT7	B	Q92600
4CTB	A	Q9UM73
4CTC	A	Q9UM73
4CTH	A	P08473
4CUD	A	P46531
4CUE	A	P46531
4CUF	A	P46531
4CUP	A	Q9UIF8
4CUQ	A	Q9UIF8
4CUR	A	Q9UIF8
4CUS	A	Q9UIF8
4CUT	A	Q9UIF8
4CUU	A	Q9UIF8
4CV8	A	P33981
4CV9	A	P33981
4CVA	A	P33981
4CVH	A	A4D126
4CVO	A	Q03468
4CWD	A	O75936
4CWF	A	P07900
4CWN	A	P07900
4CWO	A	P07900
4CWP	A	P07900
4CWQ	A	P07900
4CWR	A	P07900
4CWS	A	P07900
4CWT	A	P07900
4CX7	A	P35228
4CX7	B	P35228
4CX7	C	P35228
4CX7	D	P35228
4CXA	A	Q9NYV4
4CXA	B	O75909
4CXA	C	Q9NYV4
4CXA	D	O75909
4CXG	X	P62266
4CXH	X	P62266
4CXI	A	Q14145
4CXJ	A	Q14145
4CXL	A	P01308
4CXL	B	P01308
4CXN	A	P01308
4CXN	B	P01308
4CXT	A	Q14145
4CXW	A	Q9C0B1
4CXX	A	Q9C0B1
4CXY	A	Q9C0B1
4CY1	A	P61964
4CY1	B	P61964
4CY1	C	Q7Z3B3
4CY1	D	Q7Z3B3
4CY2	A	P61964
4CY2	C	Q9H9L4
4CY2	D	Q7Z3B3
4CY7	A	P01308
4CY7	B	P01308
4CY7	C	P01308
4CY7	D	P01308
4CYF	A	O95497
4CYF	B	O95497
4CYG	A	O95497
4CYG	B	O95497
4CYH	A	P62937
4CYM	A	Q13637
4CYM	B	Q13637
4CYM	C	Q13637
4CYM	D	Q96NW4
4CYM	E	Q96NW4
4CYM	F	Q96NW4
4CYY	A	O95497
4CZ2	A	Q13637
4CZ2	B	Q13637
4CZ2	C	Q13637
4CZ2	D	Q96NW4
4CZ2	E	Q96NW4
4CZ2	F	Q96NW4
4CZZ	A	O60341
4CZZ	B	Q9P2K3
4D01	A	Q9UGM1
4D07	A	Q96FJ2
4D08	A	O00408
4D08	B	O00408
4D08	C	O00408
4D08	D	O00408
4D09	A	O00408
4D09	B	O00408
4D09	C	O00408
4D09	D	O00408
4D0E	A	P46531
4D0F	A	P46531
4D0G	A	P61106
4D0G	C	Q6WKZ4
4D0L	A	Q9UBF8
4D0L	B	P62491
4D0L	C	Q9UBF8
4D0L	D	P62491
4D0L	E	Q9UBF8
4D0L	F	P62491
4D0M	A	Q9UBF8
4D0M	b	O75154
4D0M	C	Q9UBF8
4D0M	D	P62491
4D0M	E	O75154
4D0M	F	O75154
4D0M	G	Q9UBF8
4D0M	H	P62491
4D0M	I	Q9UBF8
4D0M	j	O75154
4D0M	K	O75154
4D0M	L	O75154
4D0M	M	Q9UBF8
4D0M	N	P62491
4D0M	O	Q9UBF8
4D0M	P	P62491
4D0M	Q	Q9UBF8
4D0M	R	P62491
4D0M	S	Q9UBF8
4D0M	T	P62491
4D0M	U	O75154
4D0M	V	O75154
4D0M	W	Q9UBF8
4D0M	X	P62491
4D0M	Y	Q9UBF8
4D0M	Z	P62491
4D0M	B	P62491
4D0M	J	P62491
4D0N	A	P61586
4D0N	B	Q12802
4D0O	A	Q12802
4D0O	B	Q12802
4D0P	A	Q9BT78
4D0T	A	Q10471
4D0T	B	Q10471
4D0T	C	Q10471
4D0T	D	Q10471
4D0T	E	Q10471
4D0T	F	Q10471
4D0W	A	O60674
4D0X	A	O60674
4D0Z	A	Q10471
4D0Z	B	Q10471
4D0Z	C	Q10471
4D0Z	D	Q10471
4D0Z	E	Q10471
4D0Z	F	Q10471
4D10	A	Q13098
4D10	B	P61201
4D10	C	Q9UNS2
4D10	D	Q9BT78
4D10	E	Q92905
4D10	F	Q7L5N1
4D10	G	Q9UBW8
4D10	H	Q99627
4D10	I	Q13098
4D10	J	P61201
4D10	K	Q9UNS2
4D10	L	Q9BT78
4D10	M	Q92905
4D10	N	Q7L5N1
4D10	O	Q9UBW8
4D10	P	Q99627
4D11	A	Q10471
4D11	B	Q10471
4D11	C	Q10471
4D11	D	Q10471
4D11	E	Q10471
4D11	F	Q10471
4D18	A	Q13098
4D18	B	P61201
4D18	C	Q9UNS2
4D18	D	Q9BT78
4D18	E	Q92905
4D18	F	Q7L5N1
4D18	G	Q9UBW8
4D18	H	Q99627
4D18	I	Q13098
4D18	J	P61201
4D18	K	Q9UNS2
4D18	L	Q9BT78
4D18	M	Q92905
4D18	N	Q7L5N1
4D18	O	Q9UBW8
4D18	P	Q99627
4D1E	A	P35609
4D1N	A	P29475
4D1N	B	P29475
4D1N	C	P29475
4D1N	D	P29475
4D1O	A	P29474
4D1O	B	P29474
4D1P	A	P29474
4D1P	B	P29474
4D1S	A	O60674
4D1X	A	P24941
4D1Z	A	P24941
4D2G	A	P12004
4D2G	B	P12004
4D2G	C	P12004
4D2G	D	Q15004
4D2G	E	Q15004
4D2H	A	Q99708
4D2H	B	Q99708
4D2H	C	Q99708
4D2H	D	Q99708
4D2H	E	Q99708
4D2H	F	Q99708
4D2H	G	Q99708
4D2H	H	Q99708
4D2L	B	Q16611
4D2M	B	O43521
4D2M	D	O43521
4D2N	A	P01861
4D2N	B	P01861
4D2N	C	P01861
4D2N	D	P01861
4D2P	A	Q14680
4D2P	B	Q14680
4D2P	C	Q14680
4D2P	D	Q14680
4D2R	A	P08069
4D2S	A	P33981
4D2T	A	Q14680
4D2T	B	Q14680
4D2T	C	Q14680
4D2T	D	Q14680
4D2V	A	Q14680
4D2V	B	Q14680
4D2V	C	Q14680
4D2V	D	Q14680
4D2W	A	Q14680
4D2W	B	Q14680
4D2W	C	Q14680
4D2W	D	Q14680
4D3P	A	Q8WTR2
4D3Q	A	Q8WTR2
4D3Q	B	Q8WTR2
4D3R	A	Q8WTR2
4D4W	A	Q9UIS9
4D4Z	A	Q9BU89
4D4Z	B	Q9BU89
4D50	A	Q9BU89
4D50	B	Q9BU89
4D5N	A	P62495
4D61	h	P62495
4D61	i	P15170
4D6A	A	P02689
4D6B	A	P02689
4D6K	A	Q9H147
4D6K	B	Q9H147
4D6K	C	Q9H147
4D6K	D	Q9H147
4D6K	E	Q9H147
4D6K	F	Q9H147
4D6Q	A	Q6B0I6
4D6R	A	Q6B0I6
4D6S	A	Q6B0I6
4D6Z	A	P08684
4D75	A	P08684
4D78	A	P08684
4D7D	A	P08684
4D83	A	P56817
4D83	B	P56817
4D83	C	P56817
4D85	A	P56817
4D86	A	Q460N5
4D88	A	P56817
4D89	A	P56817
4D8C	A	P56817
4D8C	B	P56817
4D8C	C	P56817
4D8D	A	P06241
4D8D	C	P06241
4D8K	A	P06239
4D8N	A	Q92876
4D8O	A	Q01484
4D90	A	O43854
4D90	B	O43854
4D9R	A	P00746
4D9R	B	P00746
4D9T	A	P51812
4D9U	A	P51812
4DA1	A	Q8N3J5
4DA5	A	P35790
4DA5	B	P35790
4DAW	A	Q13153
4DAY	A	Q9H9A7
4DAY	B	Q96E14
4DAY	C	Q8IYD8
4DB1	A	P12883
4DB1	B	P12883
4DBG	A	Q9BYM8
4DBG	B	Q96EP0
4DBN	A	P15056
4DBN	B	P15056
4DBS	A	P42330
4DBS	B	P42330
4DBU	A	P42330
4DBU	B	P42330
4DBW	A	P42330
4DBW	B	P42330
4DCB	F	P00747
4DCE	A	Q9UM73
4DCE	B	Q9UM73
4DCH	A	P35557
4DCJ	A	P42574
4DCJ	B	P42574
4DCJ	D	P42574
4DCJ	E	P42574
4DCK	A	Q14524
4DCK	B	P62158
4DCK	C	Q92913
4DCN	A	P40616
4DCN	B	P40616
4DCN	C	P53365
4DCN	D	P53365
4DCO	A	P42574
4DCO	B	P42574
4DCO	D	P42574
4DCO	E	P42574
4DCP	A	P42574
4DCP	B	P42574
4DCP	D	P42574
4DCP	E	P42574
4DD8	A	P78325
4DD8	B	P78325
4DD8	C	P78325
4DD8	D	P78325
4DDG	A	Q96FW1
4DDG	B	Q96FW1
4DDG	C	Q96FW1
4DDG	D	P0CG48
4DDG	E	P0CG48
4DDG	F	P0CG48
4DDG	G	P0CG48
4DDG	H	P0CG48
4DDG	I	P0CG48
4DDG	J	Q96FW1
4DDG	K	Q96FW1
4DDG	L	Q96FW1
4DDG	M	P0CG48
4DDG	N	P0CG48
4DDG	O	P0CG48
4DDG	P	P0CG48
4DDG	Q	P0CG48
4DDG	R	P0CG48
4DDI	A	Q96FW1
4DDI	B	Q96FW1
4DDI	C	Q96FW1
4DDI	G	P0CG48
4DDI	H	P0CG48
4DDI	I	P0CG48
4DDJ	A	P07602
4DDL	A	Q9Y233
4DDL	B	Q9Y233
4DDP	A	Q14457
4DDR	A	P00374
4DEA	A	O14965
4DEB	A	O14965
4DED	A	O14965
4DEE	A	O14965
4DEG	A	P08581
4DEH	A	P08581
4DEI	A	P08581
4DEM	F	P14324
4DEP	A	P01584
4DEP	B	P14778
4DEP	C	Q9NPH3
4DEP	D	P01584
4DEP	E	P14778
4DEP	F	Q9NPH3
4DEQ	A	P15692
4DEQ	B	P15692
4DER	A	P02766
4DER	B	P02766
4DES	A	P02766
4DES	B	P02766
4DET	A	P02766
4DET	B	P02766
4DEU	A	P02766
4DEU	B	P02766
4DEW	A	P02766
4DEW	B	P02766
4DFF	A	Q9Y233
4DFF	B	Q9Y233
4DFH	A	Q92692
4DFH	B	Q92692
4DFI	A	Q92692
4DFL	A	P43405
4DFN	A	P43405
4DFW	A	P53350
4DG4	A	P35030
4DG4	B	P35030
4DG4	D	P35030
4DG4	G	P35030
4DG6	A	O75581
4DGI	A	P04156
4DGJ	A	P98073
4DGJ	B	P98073
4DGJ	C	P98073
4DGJ	D	P98073
4DGL	A	P67870
4DGL	B	P67870
4DGL	C	P68400
4DGL	D	P68400
4DGP	A	Q06124
4DGX	A	Q06124
4DH0	A	P62942
4DH6	A	P56817
4DHF	A	O14965
4DHF	B	O14965
4DHI	D	P61088
4DHJ	B	P0CG48
4DHJ	C	P61088
4DHJ	D	P0CG48
4DHJ	F	P0CG48
4DHJ	G	P61088
4DHJ	H	P0CG48
4DHJ	J	P0CG48
4DHJ	K	P61088
4DHJ	M	P0CG48
4DHJ	N	P61088
4DHM	A	P31947
4DHN	A	P31947
4DHO	A	P31947
4DHP	A	P31947
4DHQ	A	P31947
4DHR	A	P31947
4DHS	A	P31947
4DHT	A	P31947
4DHU	A	P31947
4DHX	A	O60318
4DHX	B	Q9NPA8
4DHX	C	Q9NPA8
4DHX	D	O60318
4DHX	E	Q9NPA8
4DHX	F	Q9NPA8
4DHY	A	P35557
4DHZ	A	Q96FW1
4DHZ	B	P0CG48
4DHZ	E	P0CG48
4DHZ	F	P61088
4DI2	A	P56817
4DI2	B	P56817
4DI2	C	P56817
4DID	A	P60953
4DIH	H	P00734
4DIH	L	P00734
4DII	H	P00734
4DII	L	P00734
4DIJ	A	Q00987
4DIJ	B	Q00987
4DIN	B	P31321
4DIR	A	P33763
4DIR	B	P33763
4DIT	A	P49841
4DJ9	A	P18206
4DJ9	B	Q9Y490
4DJC	A	P62158
4DJC	B	Q14524
4DJH	A	P41145
4DJH	B	P41145
4DJN	A	Q7LG56
4DJN	B	Q7LG56
4DJS	A	P35222
4DJU	A	P56817
4DJU	B	P56817
4DJV	A	P56817
4DJV	B	P56817
4DJW	A	P56817
4DJW	B	P56817
4DJX	A	P56817
4DJX	B	P56817
4DJY	A	P56817
4DJY	B	P56817
4DJZ	A	P48740
4DJZ	B	P48740
4DJZ	C	P48740
4DJZ	D	P48740
4DK5	A	P48736
4DK7	A	P55055
4DK7	B	Q15788
4DK7	C	P55055
4DK7	D	Q15788
4DK8	A	P55055
4DK8	B	Q15788
4DK8	C	P55055
4DK8	D	Q15788
4DK9	A	O95243
4DKC	A	Q6ZMJ4
4DKC	B	Q6ZMJ4
4DKD	A	Q6ZMJ4
4DKD	B	Q6ZMJ4
4DKD	C	P07333
4DKE	A	Q6ZMJ4
4DKE	B	Q6ZMJ4
4DKF	A	Q6ZMJ4
4DKF	B	Q6ZMJ4
4DKK	A	O95793
4DKT	A	Q9UM07
4DKX	A	P20340
4DKX	B	P20340
4DL2	A	Q9Y253
4DL3	A	Q9Y253
4DL4	A	Q9Y253
4DL5	A	Q9Y253
4DL6	A	Q9Y253
4DL7	A	Q9Y253
4DLI	A	Q16539
4DLJ	A	Q16539
4DLO	A	O60242
4DLO	B	O60242
4DLR	A	P01112
4DLS	A	P01112
4DLT	A	P01112
4DLU	A	P01112
4DLV	A	P01112
4DLW	A	P01112
4DLX	A	P01112
4DLY	A	P01112
4DLZ	A	P01112
4DM3	A	P11086
4DM3	B	P11086
4DM6	A	P10826
4DM6	B	P10826
4DM6	E	Q15788
4DM6	F	Q15788
4DM8	A	P10826
4DM8	B	P10826
4DM8	C	Q15788
4DM8	D	Q15788
4DM9	A	P09936
4DM9	B	P09936
4DMA	A	P03372
4DMA	B	P03372
4DMB	A	Q7Z4H3
4DMB	B	Q7Z4H3
4DMU	B	P04275
4DMU	D	P04275
4DMU	F	P04275
4DMU	H	P04275
4DMU	J	P04275
4DMU	L	P04275
4DMX	A	P43235
4DMY	A	P43235
4DMY	B	P43235
4DN4	M	P13500
4DNC	A	Q9H7Z6
4DNC	B	Q9H7Z6
4DNC	D	Q68DK7
4DNC	E	Q68DK7
4DND	A	O60499
4DNK	A	P31946
4DNK	B	P31946
4DNL	A	P17252
4DO0	A	Q9UPP1
4DO4	A	P17050
4DO4	B	P17050
4DO5	A	P17050
4DO5	B	P17050
4DO6	A	P17050
4DO6	B	P17050
4DO9	A	P06746
4DOA	A	P06746
4DOB	A	P06746
4DOC	A	P06746
4DOH	A	Q9NYY1
4DOH	B	Q6UXL0
4DOH	C	Q9NYY1
4DOH	D	Q6UXL0
4DOH	E	Q9UHF4
4DOH	R	Q9UHF4
4DON	A	O60885
4DOR	A	O00482
4DOR	B	O00482
4DOR	C	Q15466
4DOR	D	Q15466
4DOS	A	O00482
4DOS	B	Q15596
4DOS	C	Q15596
4DOT	A	P53816
4DOU	A	Q15848
4DPE	A	P08254
4DPE	B	P08254
4DPF	A	P56817
4DPG	A	Q15046
4DPG	B	Q15046
4DPG	C	Q15046
4DPG	D	Q15046
4DPG	E	Q15046
4DPG	F	Q15046
4DPG	G	Q15046
4DPG	H	Q15046
4DPG	I	Q13155
4DPG	J	Q13155
4DPG	K	Q13155
4DPG	L	Q13155
4DPI	A	P56817
4DPR	A	P09960
4DPZ	X	Q9NWW9
4DQM	A	P10276
4DQM	B	Q15788
4DQM	C	P10276
4DQM	D	Q15788
4DQY	A	P09874
4DQY	B	P09874
4DQY	C	P09874
4DQY	D	P09874
4DQY	E	P09874
4DQY	F	P09874
4DRA	A	Q8N2Z9
4DRA	B	Q8N2Z9
4DRA	C	Q8N2Z9
4DRA	D	Q8N2Z9
4DRA	E	A8MT69
4DRA	F	A8MT69
4DRA	G	A8MT69
4DRA	H	A8MT69
4DRB	A	Q8N2Z9
4DRB	B	Q8N2Z9
4DRB	C	Q8IYD8
4DRB	D	Q8N2Z9
4DRB	E	Q8N2Z9
4DRB	F	Q8IYD8
4DRB	G	Q8N2Z9
4DRB	H	Q8N2Z9
4DRB	I	Q8IYD8
4DRB	J	A8MT69
4DRB	K	A8MT69
4DRB	L	A8MT69
4DRB	M	A8MT69
4DRB	N	A8MT69
4DRB	O	A8MT69
4DRH	A	Q13451
4DRH	B	P42345
4DRH	D	Q13451
4DRH	E	P42345
4DRI	A	Q13451
4DRI	B	P42345
4DRJ	A	Q02790
4DRJ	B	P42345
4DRK	A	Q13451
4DRK	B	Q13451
4DRM	A	Q13451
4DRN	A	Q13451
4DRO	A	Q13451
4DRP	A	Q13451
4DRQ	A	Q13451
4DRW	A	P60903
4DRW	B	P60903
4DRW	C	P60903
4DRW	D	P60903
4DRW	E	Q09666
4DRW	F	Q09666
4DRZ	A	P61106
4DSA	A	P27487
4DSA	B	P27487
4DSN	A	P01116
4DSO	A	P01116
4DST	A	P01116
4DSU	A	P01116
4DSZ	A	P27487
4DSZ	B	P27487
4DT6	A	P06730
4DT7	A	P00734
4DT7	B	P00734
4DT7	C	P00734
4DT7	D	P00734
4DT7	E	P04070
4DT7	F	P04070
4DTC	A	P27487
4DTC	B	P27487
4DTG	K	P10646
4DTK	A	P11309
4DTT	A	P14735
4DTT	B	P14735
4DU0	A	P59665
4DU0	B	P59665
4DU0	C	P59665
4DU0	D	P59665
4DUM	A	P06730
4DUQ	A	P29034
4DUQ	B	P29034
4DUR	A	P00747
4DUR	B	P00747
4DUS	A	P56817
4DUU	A	P00747
4DV9	A	P56817
4DVA	U	P00749
4DVF	A	P56817
4DVF	B	P56817
4DVI	A	O95271
4DVI	B	O95271
4DVQ	A	P19099
4DVQ	B	P19099
4DVQ	C	P19099
4DVQ	D	P19099
4DVQ	E	P19099
4DVQ	F	P19099
4DVQ	G	P19099
4DVQ	H	P19099
4DVQ	I	P19099
4DVQ	J	P19099
4DVQ	K	P19099
4DVQ	L	P19099
4DW2	U	P00749
4DWF	A	P46379
4DWF	B	P46379
4DWK	A	P14735
4DWK	B	P14735
4DWN	A	Q96LW7
4DWN	B	Q96LW7
4DX1	A	Q9HBA0
4DX1	B	Q9HBA0
4DX2	A	Q9HBA0
4DX2	B	Q9HBA0
4DX8	A	O14713
4DX8	B	O14713
4DX8	D	O14713
4DX8	E	O14713
4DX8	H	O00522
4DX8	I	O00522
4DX8	J	O00522
4DX8	K	O00522
4DXA	A	P61224
4DXA	B	O00522
4DXR	A	Q9UH99
4DXR	B	Q8NF91
4DXS	A	Q9UH99
4DXS	B	Q8WXH0
4DXT	A	Q9UH99
4DY0	A	P07093
4DY0	B	P07093
4DY7	A	P00734
4DY7	B	P00734
4DY7	C	P07093
4DY7	D	P00734
4DY7	E	P00734
4DY7	F	P07093
4DYL	A	P07332
4DYM	A	Q04771
4DYO	A	Q9ULA0
4DYX	A	P02794
4DYY	A	P02794
4DYZ	A	P02794
4DZ0	A	P02794
4DZ5	A	P42330
4DZ7	A	P00918
4DZ8	A	P01857
4DZ8	B	P01857
4DZ9	A	P00918
4DZO	A	Q9Y6D9
4DZO	B	Q9Y6D9
4E05	H	P00734
4E05	L	P00734
4E06	H	P00734
4E06	L	P00734
4E0K	A	P61769
4E0K	B	P61769
4E0K	C	P61769
4E0K	D	P61769
4E0L	A	P61769
4E0L	B	P61769
4E0L	C	P61769
4E0L	D	P61769
4E0S	A	P01031
4E0S	B	P13671
4E1H	A	P04156
4E1H	B	P04156
4E1H	C	P04156
4E1H	D	P04156
4E1H	E	P04156
4E1H	F	P04156
4E1H	G	P04156
4E1H	H	P04156
4E1H	I	P04156
4E1H	J	P04156
4E1H	K	P04156
4E1H	L	P04156
4E1I	A	P04156
4E1I	B	P04156
4E1I	C	P04156
4E1I	D	P04156
4E1I	E	P04156
4E1I	F	P04156
4E1I	G	P04156
4E1I	H	P04156
4E1I	I	P04156
4E1I	J	P04156
4E1I	K	P04156
4E1I	L	P04156
4E1O	A	P19113
4E1O	B	P19113
4E1O	C	P19113
4E1O	D	P19113
4E1O	E	P19113
4E1O	F	P19113
4E26	A	P15056
4E26	B	P15056
4E28	A	P04818
4E2E	A	P61981
4E2I	1	Q14181
4E2I	2	Q14181
4E2I	3	Q14181
4E2I	4	Q14181
4E2I	5	Q14181
4E2I	6	Q14181
4E2I	7	Q14181
4E2I	8	Q14181
4E2I	9	Q14181
4E2I	U	Q14181
4E2I	W	Q14181
4E2J	C	Q15596
4E2J	E	Q15596
4E34	A	Q9HD26
4E34	B	Q9HD26
4E35	A	Q9HD26
4E35	B	Q9HD26
4E36	A	Q6P179
4E36	B	Q6P179
4E3B	A	O14907
4E3B	B	O14907
4E3C	A	O14920
4E3C	B	O14920
4E3C	C	O14920
4E3C	D	O14920
4E3C	E	O14920
4E3C	F	O14920
4E3D	A	P00918
4E3F	A	P00918
4E3G	A	P00918
4E3H	A	P00918
4E41	A	P01903
4E41	B	P04229
4E41	C	P60174
4E41	F	P01903
4E41	G	P04229
4E41	H	P60174
4E44	A	Q8N2Z9
4E44	B	A8MT69
4E44	C	Q8N2Z9
4E44	D	A8MT69
4E45	A	Q8N2Z9
4E45	B	A8MT69
4E45	C	Q8N2Z9
4E45	D	A8MT69
4E45	E	Q8IYD8
4E45	F	Q8N2Z9
4E45	G	A8MT69
4E45	H	Q8N2Z9
4E45	I	A8MT69
4E45	J	Q8IYD8
4E45	K	Q8N2Z9
4E45	L	A8MT69
4E45	M	Q8N2Z9
4E45	N	A8MT69
4E45	O	Q8IYD8
4E47	A	Q8WTS6
4E47	B	Q8WTS6
4E47	C	Q8WTS6
4E47	D	Q8WTS6
4E49	A	P00918
4E4A	A	P00918
4E4K	A	P37231
4E4K	B	P37231
4E4L	A	P23458
4E4L	B	P23458
4E4L	D	P23458
4E4L	E	P23458
4E4M	A	O60674
4E4M	B	O60674
4E4M	D	O60674
4E4M	E	O60674
4E4N	A	P23458
4E4N	B	P23458
4E4Q	A	P37231
4E4Q	B	P37231
4E4V	A	P52292
4E4V	B	P52292
4E4X	A	P15056
4E4X	B	P15056
4E52	A	P35247
4E52	B	P35247
4E52	C	P35247
4E54	A	Q16531
4E54	B	Q92466
4E5A	X	Q16539
4E5B	A	Q16539
4E5Q	A	P00918
4E5W	A	P23458
4E5W	B	P23458
4E5Y	A	Q13630
4E5Y	B	Q13630
4E5Y	C	Q13630
4E5Y	D	Q13630
4E5Z	A	Q16531
4E5Z	B	Q92466
4E67	A	P53350
4E6A	A	Q16539
4E6C	A	Q16539
4E6D	A	O60674
4E6D	B	O60674
4E6Q	A	O60674
4E6Q	B	O60674
4E6R	A	O43639
4E6R	B	O43639
4E71	A	O15031
4E73	A	P45983
4E73	B	Q9UQF2
4E74	A	Q9HCM2
4E7R	G	P00734
4E7R	H	P00734
4E7R	L	P00734
4E7R	M	P00734
4E82	A	Q01523
4E82	B	Q01523
4E83	A	Q01523
4E83	B	Q01523
4E8A	A	Q16539
4E90	A	O76083
4E90	B	O76083
4E93	A	P07332
4E96	A	O60885
4E99	A	P02768
4E9C	A	P53350
4E9D	A	P53350
4E9E	A	O95243
4E9F	A	O95243
4E9G	A	O95243
4E9H	A	O95243
4E9M	A	Q9Y239
4E9M	B	Q9Y239
4E9M	C	Q9Y239
4E9M	D	Q9Y239
4E9M	E	Q9Y239
4E9M	F	Q9Y239
4EA3	A	P41146
4EA3	B	P41146
4EA4	A	O95243
4EA5	A	O95243
4EAI	B	O43741
4EAJ	B	O43741
4EAR	A	P00491
4EAR	B	P00491
4EAR	C	P00491
4EB1	I	P01008
4EB1	L	P01008
4EB8	A	P00491
4EB8	B	P00491
4EB8	C	P00491
4EB9	A	Q13490
4EB9	B	Q13490
4EB9	C	Q13490
4EB9	D	Q13490
4EBB	A	Q9UHL4
4EBB	B	Q9UHL4
4EBC	A	Q9UNA4
4EBD	A	Q9UNA4
4EBE	A	Q9UNA4
4EBV	A	Q05397
4EBW	A	Q05397
4EC0	A	O60760
4EC0	B	O60760
4EC4	A	P98170
4EC4	B	P98170
4EC4	C	P98170
4EC4	D	P98170
4EC4	E	P98170
4EC4	F	P98170
4EC4	G	P98170
4EC4	J	P98170
4EC4	K	P98170
4EC4	L	P98170
4EC8	A	P50750
4EC8	B	O60563
4EC9	A	P50750
4EC9	B	O60563
4ECC	A	P01042
4ECE	A	P00491
4ECE	B	P00491
4ECE	C	P00491
4ECE	D	P00491
4ECE	E	P00491
4ECE	F	P00491
4ECQ	A	Q9Y253
4ECR	A	Q9Y253
4ECS	A	Q9Y253
4ECT	A	Q9Y253
4ECU	A	Q9Y253
4ECV	A	Q9Y253
4ECW	A	Q9Y253
4ECX	A	Q9Y253
4ECY	A	Q9Y253
4ECZ	A	Q9Y253
4ED0	A	Q9Y253
4ED1	A	Q9Y253
4ED2	A	Q9Y253
4ED3	A	Q9Y253
4ED5	A	Q15717
4ED5	B	Q15717
4ED6	A	Q9Y253
4ED7	A	Q9Y253
4ED8	A	Q9Y253
4EDE	A	P50120
4EDE	B	P50120
4EDF	A	O60701
4EDF	B	O60701
4EDF	C	O60701
4EDF	D	O60701
4EDJ	A	Q9H8Y8
4EDJ	B	Q9H8Y8
4EDL	A	Q9HBI1
4EDL	B	Q9HBI1
4EDL	C	Q9HBI1
4EDL	D	Q9HBI1
4EDL	E	Q9HBI1
4EDL	F	Q9HBI1
4EDM	A	Q9HBI1
4EDM	B	Q9HBI1
4EDU	A	Q9UQR0
4EDU	T	Q9BTM1
4EDX	V	P01138
4EDX	W	P01138
4EDY	A	O60760
4EDY	B	O60760
4EDZ	A	O60760
4EDZ	B	O60760
4EDZ	C	O60760
4EDZ	D	O60760
4EE0	A	O60760
4EE0	B	O60760
4EE3	A	P15291
4EE3	B	P15291
4EE3	C	P15291
4EE4	A	P15291
4EE4	B	P15291
4EE4	C	P15291
4EE5	A	P15291
4EE5	B	P15291
4EE5	C	P15291
4EEA	A	P15291
4EEA	B	P15291
4EEA	C	P15291
4EEE	B	Q14116
4EEE	D	Q14116
4EEG	A	P15291
4EEG	B	P15291
4EEG	C	P15291
4EEH	A	P07900
4EEJ	A	P50120
4EEJ	B	P50120
4EEM	A	P15291
4EEM	B	P15291
4EEM	C	P15291
4EEO	A	P15291
4EEO	B	P15291
4EEO	C	P15291
4EEV	A	P08581
4EEW	A	P46379
4EEW	B	P46379
4EEY	A	Q9Y253
4EF0	A	Q15084
4EF0	B	Q15084
4EF4	A	Q86WV6
4EF4	B	Q86WV6
4EF5	A	Q86WV6
4EFG	A	P50120
4EFG	B	P50120
4EFL	A	P01112
4EFM	A	P01112
4EFN	A	P01112
4EFO	A	Q9UHD2
4EFO	B	Q9UHD2
4EFT	A	P07900
4EFU	A	P07900
4EFX	A	P01308
4EFX	B	P01308
4EFX	C	P01308
4EFX	D	P01308
4EGC	A	Q15475
4EGC	B	O00167
4EGH	A	P07900
4EGI	A	P07900
4EGK	A	P07900
4EGL	A	Q15717
4EGX	A	Q12756
4EGX	B	Q12756
4EGX	C	Q12756
4EGX	D	Q12756
4EH2	A	Q16539
4EH3	A	Q16539
4EH4	A	Q16539
4EH5	A	Q16539
4EH6	A	Q16539
4EH7	A	Q16539
4EH8	A	Q16539
4EH9	A	Q16539
