modelid	unp
ENSP00000388668_3	Q14934
ENSP00000242209_7	O95302
ENSP00000358784_4	P22001
ENSP00000334364_3	Q8N104
ENSP00000360242_2	P98170
ENSP00000386593_2	Q86U86
ENSP00000257190_3	Q8WVD3
ENSP00000319826_3	Q96JN8
ENSP00000446995_15	O60293
ENSP00000436839_1	Q9UJ68
ENSP00000391750_2	Q15256
ENSP00000450377_1	Q8NCL8
ENSP00000415327_1	Q9C0C7
ENSP00000313397_3	Q9UBC3
ENSP00000358320_3	Q9BT43
ENSP00000409346_4	Q9NSE2
ENSP00000430221_1	O00339
ENSP00000393316_3	Q9H3N1
ENSP00000346067_1	P08865
ENSP00000443351_2	Q96HB5
ENSP00000359801_2	Q03001
ENSP00000280886_5	Q9Y2E4
ENSP00000399410_4	Q9UK61
ENSP00000260385_2	Q96TC7
ENSP00000361889_1	Q9H1B4
ENSP00000262975_5	Q9ULU4
ENSP00000379192_2	O75376
ENSP00000311326_2	Q96J66
ENSP00000286485_5	Q9NYI0
ENSP00000364648_4	P46098
ENSP00000355536_6	Q99707
ENSP00000460889_8	Q96AJ1
ENSP00000424838_1	Q9NQI0
ENSP00000343104_2	P57789
ENSP00000448220_1	P19013
ENSP00000471238_2	Q8N5S1
ENSP00000348821_2	P52179
ENSP00000412173_1	Q9NW68
ENSP00000430713_1	Q6ZMJ2
ENSP00000360299_5	Q5T601
ENSP00000341094_2	P20671
ENSP00000441188_1	P11229
ENSP00000411004_1	P55808
ENSP00000348644_1	P49757
ENSP00000255448_4	O15075
ENSP00000354558_8	P42345
ENSP00000296921_2	O43711
ENSP00000222381_1	P27169
ENSP00000395055_2	Q09FC8
ENSP00000331817_4	Q86V81
ENSP00000416840_1	O15440
ENSP00000381425_2	Q13368
ENSP00000444565_4	Q71RG4
ENSP00000257832_1	Q9UKW6
ENSP00000305557_3	Q4VCS5
ENSP00000467054_3	Q9P107
ENSP00000465435_2	Q9H091
ENSP00000399349_3	O75717
ENSP00000362169_1	Q8N9E0
ENSP00000341071_2	Q9NR81
ENSP00000427574_2	Q6Q4G3
ENSP00000253048_5	Q9UPT8
ENSP00000400669_4	Q96DY2
ENSP00000437697_1	Q9NPF0
ENSP00000400099_6	Q6ZS17
ENSP00000341280_1	Q92833
ENSP00000384591_1	Q96RR4
ENSP00000340591_3	Q8TEW0
ENSP00000380612_1	Q8NB37
ENSP00000348215_9	Q5TCZ1
ENSP00000346001_1	P39023
ENSP00000310722_2	P00540
ENSP00000335506_2	Q96P48
ENSP00000274711_2	O43300
ENSP00000414922_2	Q3LFD5
ENSP00000381034_2	O14544
ENSP00000256497_1	Q92611
ENSP00000343490_1	Q6UWM7
ENSP00000353608_1	Q14574
ENSP00000296097_1	Q8N7S2
ENSP00000225394_2	Q9Y2X7
ENSP00000295902_4	Q7Z3G6
ENSP00000423337_3	O76024
ENSP00000324375_1	Q9Y6K1
ENSP00000323595_2	Q8NGG4
ENSP00000394954_3	Q6UXU4
ENSP00000459477_3	Q8IWR0
ENSP00000432364_2	Q6N069
ENSP00000313172_4	Q8NE79
ENSP00000220669_2	Q8TCF1
ENSP00000263441_5	O75061
ENSP00000451613_2	Q7L8A9
ENSP00000364000_2	P05997
ENSP00000331242_5	Q96MU8
ENSP00000295633_3	Q12841
ENSP00000422482_2	O95757
ENSP00000354255_5	Q66K79
ENSP00000360998_3	Q5VYY1
ENSP00000297109_3	Q9HAJ7
ENSP00000362222_5	Q8N2I9
ENSP00000289932_1	Q8WWX8
ENSP00000335153_4	P07900
ENSP00000282249_2	P33402
ENSP00000311319_1	Q8TAU3
ENSP00000251507_4	Q5R372
ENSP00000056233_6	Q9Y4A8
ENSP00000354361_7	Q6PCD5
ENSP00000383431_4	Q2WGN9
ENSP00000308137_2	P15328
ENSP00000345865_4	Q9BYC5
ENSP00000367334_1	Q9HCG7
ENSP00000261867_3	O14863
ENSP00000371514_4	Q8TDN2
ENSP00000354097_1	Q9NZL6
ENSP00000278756_3	Q06481
ENSP00000362728_1	O60684
ENSP00000348435_1	Q8NFA2
ENSP00000378962_5	Q9UNT1
ENSP00000244061_6	Q9Y508
ENSP00000356057_2	Q9P2C4
ENSP00000384996_2	Q9BXI6
ENSP00000377344_2	Q8IY21
ENSP00000377343_3	O94916
ENSP00000371021_2	P54219
ENSP00000362057_4	Q9Y5S8
ENSP00000368462_2	Q8N475
ENSP00000348597_3	Q68G74
ENSP00000387362_6	Q14139
ENSP00000437805_2	Q8IV53
ENSP00000441780_1	Q01130
ENSP00000263102_4	Q16204
ENSP00000320493_4	Q15642
ENSP00000378235_6	Q9UHJ3
ENSP00000383702_2	P23763
ENSP00000382688_12	P29375
ENSP00000445440_2	Q16816
ENSP00000293350_3	Q8IZ83
ENSP00000422179_8	Q9HBG6
ENSP00000335341_1	Q5VT25
ENSP00000438536_7	Q13045
ENSP00000371710_4	Q13634
ENSP00000296657_1	A6NCL7
ENSP00000388631_2	Q9BRC7
ENSP00000376457_3	Q9H8V3
ENSP00000263610_2	Q9BZE3
ENSP00000466203_1	Q86XA0
ENSP00000414131_1	Q86YR7
ENSP00000256722_5	Q5EBM0
ENSP00000331789_1	Q5JRS4
ENSP00000419970_2	P16435
ENSP00000345182_9	P78527
ENSP00000350331_7	Q8WXK3
ENSP00000422295_1	P35606
ENSP00000456877_6	Q96C12
ENSP00000386577_3	Q6ZVH7
ENSP00000288723_2	P51157
ENSP00000437849_2	Q7Z4N2
ENSP00000362659_4	P12931
ENSP00000242209_8	O95302
ENSP00000340164_1	Q9BUV8
ENSP00000334364_4	Q8N104
ENSP00000257190_4	Q8WVD3
ENSP00000323967_2	Q969G3
ENSP00000360242_3	P98170
ENSP00000251268_6	Q7Z7M0
ENSP00000451502_1	Q14934
ENSP00000377099_2	Q9NUW8
ENSP00000364555_3	Q9H568
ENSP00000418002_2	Q49A88
ENSP00000424938_5	Q96PY6
ENSP00000244204_1	Q9UJ70
ENSP00000386593_3	Q86U86
ENSP00000215742_1	Q9BT49
ENSP00000450377_2	Q8NCL8
ENSP00000409346_5	Q9NSE2
ENSP00000358784_5	P22001
ENSP00000433945_1	Q9C0C7
ENSP00000313397_4	Q9UBC3
ENSP00000430221_2	O00339
ENSP00000446995_16	O60293
ENSP00000280886_6	Q9Y2E4
ENSP00000262975_6	Q9ULU4
ENSP00000393316_4	Q9H3N1
ENSP00000361889_2	Q9H1B4
ENSP00000337448_1	Q15257
ENSP00000260385_3	Q96TC7
ENSP00000340589_1	P08887
ENSP00000379192_3	O75376
ENSP00000448220_2	P19013
ENSP00000424189_1	P46098
ENSP00000343104_3	P57789
ENSP00000417509_1	Q9UK61
ENSP00000324127_1	Q9NYI0
ENSP00000319826_4	Q96JN8
ENSP00000460850_1	Q96AJ1
ENSP00000432382_1	Q9NW68
ENSP00000321746_1	Q96HC4
ENSP00000311326_3	Q96J66
ENSP00000471238_3	Q8N5S1
ENSP00000424838_2	Q9NQI0
ENSP00000341094_3	P20671
ENSP00000449795_1	O43715
ENSP00000430713_2	Q6ZMJ2
ENSP00000344129_1	Q5T619
ENSP00000388137_1	O15442
ENSP00000353824_1	Q86V86
ENSP00000304290_1	P11230
ENSP00000395055_3	Q09FC8
ENSP00000399349_4	O75717
ENSP00000444565_5	Q71RG4
ENSP00000441845_1	Q99707
ENSP00000381425_3	Q13368
ENSP00000262219_1	P27216
ENSP00000356125_1	Q9H093
ENSP00000467054_4	Q9P107
ENSP00000274990_1	Q6Q6R5
ENSP00000437697_2	Q9NPF0
ENSP00000196371_1	P55809
ENSP00000255448_5	O15075
ENSP00000341071_3	Q9NR81
ENSP00000305557_4	Q4VCS5
ENSP00000384591_2	Q96RR4
ENSP00000348215_10	Q5TCZ1
ENSP00000303398_1	Q96DY7
ENSP00000348821_3	P52179
ENSP00000274711_3	O43300
ENSP00000400099_7	Q6ZS17
ENSP00000380612_2	Q8NB37
ENSP00000253048_6	Q9UPT8
ENSP00000359801_3	Q03001
ENSP00000354558_9	P42345
ENSP00000340591_4	Q8TEW0
ENSP00000335506_3	Q96P48
ENSP00000310722_3	P00540
ENSP00000381034_3	O14544
ENSP00000394954_4	Q6UXU4
ENSP00000220669_3	Q8TCF1
ENSP00000404517_1	Q3LHN1
ENSP00000225394_3	Q9Y2X7
ENSP00000423337_4	O76024
ENSP00000295902_5	Q7Z3G6
ENSP00000359836_1	Q8IWS0
ENSP00000020926_1	Q7L8C5
ENSP00000416393_1	Q9HAJ7
ENSP00000323595_3	Q8NGG4
ENSP00000432364_3	Q6N069
ENSP00000349680_1	Q8NE86
ENSP00000295633_4	Q12841
ENSP00000364000_3	P05997
ENSP00000263441_6	O75061
ENSP00000360998_4	Q5VYY1
ENSP00000282249_3	P33402
ENSP00000331242_6	Q96MU8
ENSP00000351483_1	Q2Y0W8
ENSP00000264110_1	P15336
ENSP00000257832_2	Q9UKW6
ENSP00000251507_5	Q5R372
ENSP00000335596_1	Q9Y4A9
ENSP00000286800_1	O14867
ENSP00000362169_2	Q8N9E0
ENSP00000353910_1	Q9BYC5
ENSP00000362222_6	Q8N2I9
ENSP00000256497_2	Q92611
ENSP00000371514_5	Q8TDN2
ENSP00000346001_2	P39023
ENSP00000354255_6	Q66K79
ENSP00000354361_8	Q6PCD5
ENSP00000311319_2	Q8TAU3
ENSP00000278756_4	Q06481
ENSP00000296097_2	Q8N7S2
ENSP00000353608_2	Q14574
ENSP00000356057_3	Q9P2C4
ENSP00000244061_7	Q9Y508
ENSP00000422482_3	O95757
ENSP00000318867_1	Q9UNU6
ENSP00000339110_1	P54252
ENSP00000457593_1	O94916
ENSP00000324375_2	Q9Y6K1
ENSP00000368462_3	Q8N475
ENSP00000326933_1	Q14140
ENSP00000384996_3	Q9BXI6
ENSP00000343490_2	Q6UWM7
ENSP00000348597_4	Q68G74
ENSP00000441780_2	Q01130
ENSP00000348435_2	Q8NFA2
ENSP00000362057_5	Q9Y5S8
ENSP00000378235_7	Q9UHJ3
ENSP00000320493_5	Q15642
ENSP00000345681_1	P23769
ENSP00000335153_5	P07900
ENSP00000263102_5	Q16204
ENSP00000354097_2	Q9NZL6
ENSP00000362728_2	O60684
ENSP00000437805_3	Q8IV53
ENSP00000341280_2	Q92833
ENSP00000382688_13	P29375
ENSP00000388631_3	Q9BRC7
ENSP00000466203_2	Q86XA0
ENSP00000445440_3	Q16816
ENSP00000422179_9	Q9HBG6
ENSP00000263610_3	Q9BZE3
ENSP00000367334_2	Q9HCG7
ENSP00000463534_1	Q13045
ENSP00000414131_2	Q86YR7
ENSP00000256722_6	Q5EBM0
ENSP00000293350_4	Q8IZ83
ENSP00000371710_5	Q13634
ENSP00000376807_1	P16444
ENSP00000323967_3	Q969G3
ENSP00000328551_1	P51157
ENSP00000362958_1	Q9BUV8
ENSP00000456877_7	Q96C12
ENSP00000386577_4	Q6ZVH7
ENSP00000334364_5	Q8N104
ENSP00000362680_1	P12931
ENSP00000261593_1	Q8WVD3
ENSP00000376457_4	Q9H8V3
ENSP00000242209_9	O95302
ENSP00000433358_1	Q8WXK3
ENSP00000360242_4	P98170
ENSP00000418002_3	Q49A88
ENSP00000360403_1	Q5JRV8
ENSP00000452349_1	Q14934
ENSP00000447731_1	Q8NCL8
ENSP00000262975_7	Q9ULU4
ENSP00000386593_4	Q86U86
ENSP00000355889_1	Q9NSE4
ENSP00000251268_7	Q7Z7M0
ENSP00000413544_1	Q9H579
ENSP00000296657_2	A6NCL7
ENSP00000430221_3	O00339
ENSP00000377344_3	Q8IY21
ENSP00000256906_1	Q9H3N8
ENSP00000426978_1	Q9H1B4
ENSP00000437849_3	Q7Z4N2
ENSP00000362195_1	Q99062
ENSP00000313397_5	Q9UBC3
ENSP00000358784_6	P22001
ENSP00000389087_1	Q9UJ70
ENSP00000422295_2	P35606
ENSP00000379192_4	O75376
ENSP00000324960_1	P57796
ENSP00000285599_1	Q9Y2E5
ENSP00000215742_2	Q9BT49
ENSP00000433945_2	Q9C0C7
ENSP00000289932_2	Q8WWX8
ENSP00000355901_1	Q9NW75
ENSP00000424189_2	P46098
ENSP00000448220_3	P19013
ENSP00000452416_1	P49757
ENSP00000324127_2	Q9NYI0
ENSP00000340589_2	P08887
ENSP00000460850_2	Q96AJ1
ENSP00000317780_1	P20674
ENSP00000382390_1	Q96JN8
ENSP00000446995_17	O60293
ENSP00000446872_1	O43716
ENSP00000395055_4	Q09FC8
ENSP00000424938_6	Q96PY6
ENSP00000381631_1	Q8N5S3
ENSP00000430713_3	Q6ZMJ2
ENSP00000341550_1	Q71RS6
ENSP00000424838_3	Q9NQI0
ENSP00000381425_4	Q13368
ENSP00000467054_5	Q9P107
ENSP00000335341_2	Q5VT25
ENSP00000344129_2	Q5T619
ENSP00000437697_3	Q9NPF0
ENSP00000349017_1	Q96J66
ENSP00000399349_5	O75717
ENSP00000305557_5	Q4VCS5
ENSP00000347109_1	Q15257
ENSP00000384591_3	Q96RR4
ENSP00000348215_11	Q5TCZ1
ENSP00000410922_1	Q9NR81
ENSP00000353824_2	Q86V86
ENSP00000417509_2	Q9UK61
ENSP00000255448_6	O15075
ENSP00000274711_4	O43300
ENSP00000348821_4	P52179
ENSP00000380612_3	Q8NB37
ENSP00000389456_1	Q6ZS17
ENSP00000441845_2	Q99707
ENSP00000345182_10	P78527
ENSP00000340591_5	Q8TEW0
ENSP00000304290_2	P11230
ENSP00000253451_1	O15444
ENSP00000335506_4	Q96P48
ENSP00000454880_1	Q6UXU4
ENSP00000274990_2	Q6Q6R5
ENSP00000310722_4	P00540
ENSP00000220669_4	Q8TCF1
ENSP00000381034_4	O14544
ENSP00000225394_4	Q9Y2X7
ENSP00000354558_10	P42345
ENSP00000262219_2	P27216
ENSP00000416393_2	Q9HAJ7
ENSP00000295633_5	Q12841
ENSP00000360998_5	Q5VYY1
ENSP00000295902_6	Q7Z3G6
ENSP00000432364_4	Q6N069
ENSP00000356125_2	Q9H093
ENSP00000364000_4	P05997
ENSP00000404517_2	Q3LHN1
ENSP00000282249_4	P33402
ENSP00000257832_3	Q9UKW6
ENSP00000360108_1	O75061
ENSP00000020926_2	Q7L8C5
ENSP00000279783_1	Q8NGG5
ENSP00000421143_1	P55809
ENSP00000251507_6	Q5R372
ENSP00000261497_1	Q9UPT9
ENSP00000357943_1	O76027
ENSP00000413064_1	Q8N9F0
ENSP00000331242_7	Q96MU8
ENSP00000359839_1	Q8IWS0
ENSP00000371514_6	Q8TDN2
ENSP00000359801_4	Q03001
ENSP00000362222_7	Q8N2I9
ENSP00000311319_3	Q8TAU3
ENSP00000353910_2	Q9BYC5
ENSP00000345445_1	Q9Y512
ENSP00000296097_3	Q8N7S2
ENSP00000303398_2	Q96DY7
ENSP00000354361_9	Q6PCD5
ENSP00000356057_4	Q9P2C4
ENSP00000256497_3	Q92611
ENSP00000278756_5	Q06481
ENSP00000335596_2	Q9Y4A9
ENSP00000286800_2	O14867
ENSP00000364140_1	P39059
ENSP00000441780_3	Q01130
ENSP00000354255_7	Q66K79
ENSP00000348597_5	Q68G74
ENSP00000324375_3	Q9Y6K1
ENSP00000422482_4	O95757
ENSP00000353608_3	Q14574
ENSP00000348435_3	Q8NFA2
ENSP00000361062_1	Q9UNW1
ENSP00000278243_1	Q9UHJ9
ENSP00000351483_2	Q2Y0W8
ENSP00000362057_6	Q9Y5S8
ENSP00000368462_4	Q8N475
ENSP00000267622_1	Q15643
ENSP00000380299_1	Q9BXI9
ENSP00000354097_3	Q9NZL6
ENSP00000343490_3	Q6UWM7
ENSP00000386984_1	Q86XD5
ENSP00000263800_1	P29376
ENSP00000368119_1	P07902
ENSP00000317836_1	Q8IV56
ENSP00000457593_2	O94916
ENSP00000321746_2	Q96HC4
ENSP00000283946_1	Q8NEA4
ENSP00000388631_4	Q9BRC7
ENSP00000422179_10	Q9HBG6
ENSP00000341524_1	Q14141
ENSP00000388190_1	Q86YR7
ENSP00000354040_1	Q9BZE4
ENSP00000323967_4	Q969G3
ENSP00000230588_1	Q16819
ENSP00000359965_1	Q16206
ENSP00000362728_3	O60684
ENSP00000384915_1	Q5EBM0
ENSP00000395466_1	Q9BUX1
ENSP00000463534_2	Q13045
ENSP00000347514_1	Q8N108
ENSP00000261593_2	Q8WVD3
ENSP00000345681_2	P23769
ENSP00000264110_2	P15336
ENSP00000242209_10	O95302
ENSP00000386577_5	Q6ZVH7
ENSP00000341280_3	Q92833
ENSP00000371710_6	Q13634
ENSP00000418002_4	Q49A88
ENSP00000367343_1	Q9HCG7
ENSP00000360242_5	P98170
ENSP00000339110_2	P54252
ENSP00000312237_1	Q9ULU4
ENSP00000362680_2	P12931
ENSP00000456877_8	Q96C12
ENSP00000296657_3	A6NCL7
ENSP00000433358_2	Q8WXK3
ENSP00000430221_4	O00339
ENSP00000293350_5	Q8IZ83
ENSP00000340079_1	P51157
ENSP00000386593_5	Q86U86
ENSP00000453851_1	Q7Z4N2
ENSP00000447731_2	Q8NCL8
ENSP00000376457_5	Q9H8V3
ENSP00000426978_2	Q9H1B4
ENSP00000358784_7	P22001
ENSP00000313397_6	Q9UBC3
ENSP00000386378_1	Q9UJ71
ENSP00000413544_2	Q9H579
ENSP00000452349_2	Q14934
ENSP00000215742_3	Q9BT49
ENSP00000422295_3	P35606
ENSP00000300215_1	P16452
ENSP00000424189_3	P46098
ENSP00000448220_4	P19013
ENSP00000236192_1	O75379
ENSP00000251268_8	Q7Z7M0
ENSP00000324960_2	P57796
ENSP00000405781_1	Q5JRV8
ENSP00000256906_2	Q9H3N8
ENSP00000452416_2	P49757
ENSP00000324127_3	Q9NYI0
ENSP00000460850_3	Q96AJ1
ENSP00000382390_2	Q96JN8
ENSP00000395055_5	Q09FC8
ENSP00000340589_3	P08887
ENSP00000289932_3	Q8WWX8
ENSP00000355902_1	Q9NW75
ENSP00000430713_4	Q6ZMJ2
ENSP00000437697_4	Q9NPF0
ENSP00000344129_3	Q5T619
ENSP00000381425_5	Q13368
ENSP00000261366_1	P20700
ENSP00000218364_1	O43719
ENSP00000355889_2	Q9NSE4
ENSP00000377344_4	Q8IY21
ENSP00000317027_1	Q9P109
ENSP00000384591_4	Q96RR4
ENSP00000305557_6	Q4VCS5
ENSP00000285599_2	Q9Y2E5
ENSP00000348215_12	Q5TCZ1
ENSP00000424838_4	Q9NQI0
ENSP00000349726_1	Q15257
ENSP00000399349_6	O75717
ENSP00000433945_3	Q9C0C7
ENSP00000158166_1	Q8N5S9
ENSP00000403288_1	Q86V87
ENSP00000348722_1	Q96PZ0
ENSP00000307298_1	Q9UK73
ENSP00000410922_2	Q9NR81
ENSP00000446995_18	O60293
ENSP00000362195_2	Q99062
ENSP00000380612_4	Q8NB37
ENSP00000274711_5	O43300
ENSP00000348821_6	P52179
ENSP00000389966_1	Q71RS6
ENSP00000361650_1	Q6Q6R5
ENSP00000310722_5	P00540
ENSP00000255448_7	O15075
ENSP00000396526_1	O14545
ENSP00000225394_5	Q9Y2X7
ENSP00000304290_3	P11230
ENSP00000429167_1	Q8TCF1
ENSP00000335506_5	Q96P48
ENSP00000343636_1	Q6UXV0
ENSP00000253451_2	O15444
ENSP00000390927_1	Q9HAJ7
ENSP00000383901_1	Q5VYY2
ENSP00000262219_3	P27216
ENSP00000340591_6	Q8TEW0
ENSP00000295633_6	Q12841
ENSP00000335341_3	Q5VT25
ENSP00000332624_1	Q6N075
ENSP00000335660_1	Q3LHN2
ENSP00000257832_4	Q9UKW6
ENSP00000282249_5	P33402
ENSP00000364000_5	P05997
ENSP00000332513_1	P55822
ENSP00000359839_2	Q8IWS0
ENSP00000389456_2	Q6ZS17
ENSP00000441845_3	Q99707
ENSP00000311319_4	Q8TAU3
ENSP00000020926_3	Q7L8C5
ENSP00000356125_3	Q9H093
ENSP00000256925_1	Q8TDN4
ENSP00000360108_2	O75061
ENSP00000357943_2	O76027
ENSP00000386193_1	Q8N7S6
ENSP00000305721_1	Q9P2D0
ENSP00000413064_2	Q8N9F0
ENSP00000353910_3	Q9BYC5
ENSP00000331242_8	Q96MU8
ENSP00000318603_1	Q5R372
ENSP00000286800_3	O14867
ENSP00000345444_1	Q06481
ENSP00000301190_1	Q7Z3H0
ENSP00000341408_1	Q8N2K0
ENSP00000256497_4	Q92611
ENSP00000298198_1	Q6PCE3
ENSP00000441780_4	Q01130
ENSP00000335596_3	Q9Y4A9
ENSP00000348597_6	Q68G74
ENSP00000345445_2	Q9Y512
ENSP00000261497_2	Q9UPT9
ENSP00000348435_4	Q8NFA2
ENSP00000349017_2	Q96J66
ENSP00000279783_2	Q8NGG5
ENSP00000185150_1	Q96DZ1
ENSP00000354558_11	P42345
ENSP00000368462_5	Q8N475
ENSP00000371920_1	Q66K79
ENSP00000422482_5	O95757
ENSP00000351483_3	Q2Y0W8
ENSP00000364140_2	P39059
ENSP00000280969_1	Q9NZL9
ENSP00000324375_4	Q9Y6K1
ENSP00000317836_2	Q8IV56
ENSP00000411607_1	Q969G3
ENSP00000322021_1	Q96HC4
ENSP00000353608_4	Q14574
ENSP00000343490_4	Q6UWM7
ENSP00000425536_1	Q9HBG6
ENSP00000300730_1	Q9UHJ9
ENSP00000380299_2	Q9BXI9
ENSP00000264110_3	P15336
ENSP00000242209_11	O95302
ENSP00000261593_3	Q8WVD3
ENSP00000361062_2	Q9UNW1
ENSP00000384915_2	Q5EBM0
ENSP00000368119_2	P07902
ENSP00000386579_1	Q6ZVH7
ENSP00000388190_2	Q86YR7
ENSP00000345681_3	P23769
ENSP00000335537_1	Q9ULU4
ENSP00000339110_3	P54252
ENSP00000362095_1	O60687
ENSP00000362680_3	P12931
ENSP00000420180_1	Q49A88
ENSP00000296657_4	A6NCL7
ENSP00000203786_1	P98171
ENSP00000358313_1	Q9Y5S9
ENSP00000341280_4	Q92833
ENSP00000354040_2	Q9BZE4
ENSP00000463534_3	Q13045
ENSP00000260210_1	Q9BRD0
ENSP00000386568_1	Q86XD5
ENSP00000386593_6	Q86U86
ENSP00000379601_1	P51159
ENSP00000283946_2	Q8NEA4
ENSP00000395466_2	Q9BUX1
ENSP00000430221_5	O00339
ENSP00000433358_3	Q8WXK3
ENSP00000230588_2	Q16819
ENSP00000426978_3	Q9H1B4
ENSP00000371710_7	Q13634
ENSP00000263800_2	P29376
ENSP00000332170_1	Q7Z4N8
ENSP00000359866_1	P22003
ENSP00000253814_1	Q9BT67
ENSP00000386378_2	Q9UJ71
ENSP00000424189_4	P46098
ENSP00000448220_5	P19013
ENSP00000403169_1	Q9UBC3
ENSP00000360191_1	Q8NCL9
ENSP00000355537_1	P35609
ENSP00000324960_3	P57796
ENSP00000460850_4	Q96AJ1
ENSP00000452349_3	Q14934
ENSP00000293350_6	Q8IZ83
ENSP00000359965_2	Q16206
ENSP00000224949_1	Q5JRX3
ENSP00000367343_2	Q9HCG7
ENSP00000376457_6	Q9H8V3
ENSP00000456877_9	Q96C12
ENSP00000340828_1	Q9H582
ENSP00000452416_3	P49757
ENSP00000439435_1	Q09FC8
ENSP00000256906_3	Q9H3N8
ENSP00000324127_4	Q9NYI0
ENSP00000316244_1	P08908
ENSP00000345182_11	P78527
ENSP00000236192_2	O75379
ENSP00000355902_2	Q9NW75
ENSP00000251268_9	Q7Z7M0
ENSP00000267622_2	Q15643
ENSP00000457593_3	O94916
ENSP00000381425_6	Q13368
ENSP00000382390_3	Q96JN8
ENSP00000344129_4	Q5T619
ENSP00000384591_5	Q96RR4
ENSP00000430713_5	Q6ZMJ2
ENSP00000457179_1	Q8WWX8
ENSP00000341524_2	Q14141
ENSP00000348253_1	Q8N108
ENSP00000429013_1	Q4VCS5
ENSP00000261366_2	P20700
ENSP00000218364_2	O43719
ENSP00000424838_5	Q9NQI0
ENSP00000317027_2	Q9P109
ENSP00000300215_2	P16452
ENSP00000358789_1	Q5TCZ1
ENSP00000377344_5	Q8IY21
ENSP00000323696_1	O75718
ENSP00000349726_2	Q15257
ENSP00000285599_3	Q9Y2E5
ENSP00000355889_3	Q9NSE4
ENSP00000307298_2	Q9UK73
ENSP00000410922_3	Q9NR81
ENSP00000274711_6	O43300
ENSP00000359801_5	Q03001
ENSP00000439209_1	P11230
ENSP00000429999_1	Q8TCF1
ENSP00000361650_2	Q6Q6R5
ENSP00000348821_7	P52179
ENSP00000348722_2	Q96PZ0
ENSP00000380612_5	Q8NB37
ENSP00000390927_2	Q9HAJ7
ENSP00000158166_2	Q8N5S9
ENSP00000362413_1	P00558
ENSP00000431926_1	Q9C0C7
ENSP00000253451_3	O15444
ENSP00000403288_2	Q86V87
ENSP00000362195_3	Q99062
ENSP00000225394_6	Q9Y2X7
ENSP00000353846_1	O15075
ENSP00000389966_2	Q71RS6
ENSP00000335506_6	Q96P48
ENSP00000343636_2	Q6UXV0
ENSP00000295633_7	Q12841
ENSP00000335660_2	Q3LHN2
ENSP00000390809_1	P27216
ENSP00000010299_1	Q8TAV0
ENSP00000257832_5	Q9UKW6
ENSP00000362600_1	Q8IWT0
ENSP00000364000_6	P05997
ENSP00000396526_2	O14545
ENSP00000355428_1	Q7L8J4
ENSP00000442688_1	Q6N075
ENSP00000340591_7	Q8TEW0
ENSP00000282249_6	P33402
ENSP00000307214_1	O60294
ENSP00000335341_4	Q5VT25
ENSP00000413064_3	Q8N9F0
ENSP00000345444_2	Q06481
ENSP00000389456_3	Q6ZS17
ENSP00000441845_4	Q99707
ENSP00000356125_4	Q9H093
ENSP00000353910_4	Q9BYC5
ENSP00000318603_2	Q5R372
ENSP00000357943_3	O76027
ENSP00000331242_9	Q96MU8
ENSP00000360108_3	O75061
ENSP00000305721_2	Q9P2D0
ENSP00000287507_1	O14874
ENSP00000440375_1	Q5VYY2
ENSP00000348597_7	Q68G74
ENSP00000441780_5	Q01130
ENSP00000332513_2	P55822
ENSP00000301190_2	Q7Z3H0
ENSP00000394099_1	Q92611
ENSP00000256925_2	Q8TDN4
ENSP00000355210_1	Q9Y519
ENSP00000295824_1	Q8N7U6
ENSP00000348435_5	Q8NFA2
ENSP00000351483_4	Q2Y0W8
ENSP00000298198_2	Q6PCE3
ENSP00000371920_2	Q66K79
ENSP00000368462_6	Q8N475
ENSP00000334499_1	O95758
ENSP00000365725_1	Q8N2K0
ENSP00000261497_3	Q9UPT9
ENSP00000279783_3	Q8NGG5
ENSP00000411607_2	Q969G3
ENSP00000322021_2	Q96HC4
ENSP00000385886_1	Q8IV61
ENSP00000435223_1	Q9UHJ9
ENSP00000380299_3	Q9BXI9
ENSP00000364140_3	P39059
ENSP00000318665_1	Q96J77
ENSP00000261593_4	Q8WVD3
ENSP00000340576_1	P15336
ENSP00000185150_2	Q96DZ1
ENSP00000325425_1	Q9NZL9
ENSP00000400259_1	P23769
ENSP00000335537_2	Q9ULU4
ENSP00000242209_12	O95302
ENSP00000361062_3	Q9UNW1
ENSP00000401956_1	P07902
ENSP00000384915_3	Q5EBM0
ENSP00000353608_5	Q14574
ENSP00000425322_1	P54252
ENSP00000324375_5	Q9Y6K1
ENSP00000445419_1	Q6UWM7
ENSP00000388190_3	Q86YR7
ENSP00000362680_4	P12931
ENSP00000425536_2	Q9HBG6
ENSP00000395466_3	Q9BUX1
ENSP00000340477_1	Q6ZVK1
ENSP00000382330_1	A6NCQ9
ENSP00000283946_3	Q8NEA4
ENSP00000410603_1	Q86XD5
ENSP00000426978_4	Q9H1B4
ENSP00000362095_2	O60687
ENSP00000386643_1	Q86U86
ENSP00000341280_5	Q92833
ENSP00000384667_1	Q9BZE7
ENSP00000371710_8	Q13634
ENSP00000263800_3	P29376
ENSP00000355195_1	Q8WXK4
ENSP00000203786_2	P98171
ENSP00000386378_3	Q9UJ71
ENSP00000403169_2	Q9UBC3
ENSP00000420180_2	Q49A88
ENSP00000282992_1	P19021
ENSP00000430221_6	O00339
ENSP00000424776_1	P46098
ENSP00000253814_2	Q9BT67
ENSP00000230588_3	Q16819
