pdbid	total_aa	distinct_bp	tot_aa_var_1kgenomes	dist_bp_var_1kgenomes	perc_var_1kgenomes
2LNT	135	135	5	5	0.0370
3KY2	513	287	19	12	0.0370
4DGL	1055	543	39	20	0.0370
2HFG	27	27	1	1	0.0370
1PBU	162	162	6	6	0.0370
2DZJ	81	81	3	3	0.0370
2M17	81	81	3	3	0.0370
2LGD	81	81	3	3	0.0370
2HZ6	216	216	8	8	0.0370
2R4V	216	216	8	8	0.0370
4GAL	270	135	10	5	0.0370
1BKZ	270	135	10	5	0.0370
1F9E	405	81	15	4	0.0370
2KX3	81	81	3	3	0.0370
2LNS	270	135	10	5	0.0370
3JXU	378	378	14	15	0.0370
3L0E	243	243	9	9	0.0370
3TMO	108	108	4	4	0.0370
2VVK	54	54	2	2	0.0370
3VUI	352	352	13	13	0.0369
2VWI	976	287	36	14	0.0369
3AY9	379	379	14	15	0.0369
3VUD	352	352	13	13	0.0369
3VUK	352	352	13	13	0.0369
1PW6	244	129	9	6	0.0369
3ATU	379	379	14	15	0.0369
3VUH	352	352	13	13	0.0369
3OBS	136	136	5	5	0.0368
1UZ3	163	82	6	3	0.0368
1S3X	380	380	14	15	0.0368
3VUG	353	353	13	13	0.0368
2B6H	163	163	6	6	0.0368
1HJO	380	380	14	15	0.0368
3EAY	190	190	7	7	0.0368
2WIP	1087	546	40	21	0.0368
3ATV	380	380	14	15	0.0368
2CSK	136	136	5	5	0.0368
2H24	136	136	5	6	0.0368
3US5	109	109	4	4	0.0367
3TKQ	873	192	32	7	0.0367
3UE2	109	109	4	4	0.0367
2ZKM	627	627	23	22	0.0367
2JVZ	164	164	6	6	0.0366
1UA2	1092	273	40	10	0.0366
2PN8	1858	186	68	7	0.0366
3PWY	273	273	10	11	0.0366
2I3R	546	284	20	10	0.0366
1WVY	273	273	10	10	0.0366
1PQ6	875	241	32	9	0.0366
2KYG	82	43	3	2	0.0366
1YSG	137	137	5	6	0.0365
2O1Y	137	137	5	6	0.0365
1YSI	137	137	5	6	0.0365
1YSN	137	137	5	6	0.0365
1NBF	1177	465	43	16	0.0365
3PLF	602	301	22	12	0.0365
3EH9	274	274	10	10	0.0365
4GE2	576	291	21	11	0.0365
2D2Z	657	236	24	9	0.0365
1OKY	275	275	10	11	0.0364
2QMR	3074	801	112	29	0.0364
1TKN	110	110	4	5	0.0364
1WVX	275	275	10	10	0.0364
3R85	330	83	12	3	0.0364
1W6X	110	55	4	4	0.0364
4BXN	686	345	25	13	0.0364
3TJJ	825	165	30	6	0.0364
4B6D	330	55	12	2	0.0364
2HQ6	165	165	6	6	0.0364
1W70	110	55	4	4	0.0364
3I3C	220	58	8	2	0.0364
1WQ6	110	55	4	2	0.0364
1WVW	275	275	10	10	0.0364
3EHA	275	275	10	10	0.0364
1TGZ	302	302	11	11	0.0364
3BAP	193	193	7	7	0.0363
3ALN	551	261	20	10	0.0363
1TXD	331	331	12	13	0.0363
2AHS	551	282	20	10	0.0363
2KW3	193	126	7	5	0.0363
3OBQ	138	138	5	5	0.0362
1UPV	221	221	8	8	0.0362
3GU4	276	276	10	10	0.0362
1Q9C	1464	179	53	7	0.0362
3GU8	276	276	10	10	0.0362
1JKS	276	276	10	10	0.0362
1B47	912	304	33	12	0.0362
1UPW	221	221	8	8	0.0362
1CL3	138	138	5	5	0.0362
3F5G	276	276	10	10	0.0362
3BUM	304	304	11	12	0.0362
3GU5	276	276	10	10	0.0362
3DFC	276	276	10	10	0.0362
3F5U	276	276	10	10	0.0362
3GUB	276	276	10	10	0.0362
1JKT	552	276	20	10	0.0362
1YVH	304	304	11	12	0.0362
3BUN	304	304	11	12	0.0362
3GU6	276	276	10	10	0.0362
1IG1	276	276	10	10	0.0362
1JKK	276	276	10	10	0.0362
3DGK	276	276	10	10	0.0362
2W4J	276	276	10	10	0.0362
3BUO	608	304	22	12	0.0362
3GU7	276	276	10	10	0.0362
1JKL	276	276	10	10	0.0362
2CBL	305	305	11	12	0.0361
2DNQ	83	83	3	3	0.0361
3HJU	582	292	21	11	0.0361
3BUX	610	305	22	12	0.0361
4ASI	4372	1005	158	36	0.0361
3INQ	166	84	6	3	0.0361
4EHR	83	83	3	3	0.0361
1A1Z	83	83	3	3	0.0361
2YAK	277	277	10	10	0.0361
1M9I	664	664	24	24	0.0361
3BUW	610	305	22	12	0.0361
1A1W	83	83	3	3	0.0361
1MF7	194	194	7	8	0.0361
3RWQ	278	278	10	11	0.0360
3E4U	666	122	24	5	0.0360
4IS8	444	222	16	8	0.0360
2J8Q	389	198	14	7	0.0360
4AW1	278	278	10	11	0.0360
3FK2	777	197	28	7	0.0360
3VUM	333	333	12	12	0.0360
4D9R	835	419	30	16	0.0359
2Z9Y	223	223	8	8	0.0359
3TJK	975	195	35	7	0.0359
2QV2	279	279	10	10	0.0358
3D24	391	201	14	7	0.0358
4DO0	363	363	13	13	0.0358
1TH0	447	231	16	8	0.0358
2WWU	363	363	13	13	0.0358
1H1W	279	279	10	11	0.0358
2Z5O	783	783	28	28	0.0358
1UVR	279	279	10	11	0.0358
1W1H	558	146	20	9	0.0358
1HTH	28	28	1	1	0.0357
1H6E	168	168	6	6	0.0357
1TGJ	112	112	4	4	0.0357
3IU5	112	112	4	4	0.0357
2OII	336	112	12	4	0.0357
2PA5	561	301	20	11	0.0357
2LS3	28	28	1	1	0.0357
1TXP	112	28	4	1	0.0357
2KA3	336	112	12	4	0.0357
2QAG	561	561	20	20	0.0357
1T64	728	364	26	13	0.0357
1TGK	112	112	4	4	0.0357
2YQ6	84	84	3	3	0.0357
2Z5J	784	784	28	28	0.0357
2E5Q	56	56	2	2	0.0357
1ZLX	196	196	7	7	0.0357
3QQ7	168	168	6	7	0.0357
2W0Z	56	56	2	2	0.0357
1VD2	84	84	3	3	0.0357
2DB2	112	112	4	4	0.0357
4GML	1344	225	48	8	0.0357
2VWF	56	56	2	2	0.0357
1ANP	28	28	1	1	0.0357
3EWF	1456	364	52	13	0.0357
3KYS	505	259	18	9	0.0356
3HI9	309	82	11	3	0.0356
2V5W	730	368	26	13	0.0356
4FDD	786	786	28	28	0.0356
4EZ5	225	225	8	8	0.0356
1RM8	169	169	6	6	0.0355
1SYX	591	197	21	7	0.0355
3F0R	1071	365	38	13	0.0355
2CL3	197	197	7	7	0.0355
3ZXT	930	262	33	10	0.0355
2YXJ	169	90	6	3	0.0355
1MEO	197	197	7	7	0.0355
3OLN	338	175	12	6	0.0355
3F07	1046	365	37	13	0.0354
1U6T	113	113	4	4	0.0354
2CRM	113	113	4	4	0.0354
1MEN	594	198	21	7	0.0354
2Q1L	1581	417	56	14	0.0354
3RLE	198	198	7	7	0.0354
4KJY	226	113	8	5	0.0354
1MEJ	594	198	21	7	0.0354
1JNM	113	57	4	2	0.0354
3BHO	198	198	7	7	0.0354
3CD7	1581	417	56	14	0.0354
1SVC	311	311	11	11	0.0354
2OPV	85	85	3	3	0.0353
2Z5N	794	794	28	28	0.0353
2P1L	340	85	12	3	0.0353
3T5G	312	312	11	11	0.0353
3O8V	85	85	3	3	0.0353
2Z5K	794	794	28	28	0.0353
3SPF	85	85	3	3	0.0353
2Z5M	794	794	28	28	0.0353
4B4C	170	170	6	6	0.0353
3DQV	967	494	34	17	0.0352
3HME	227	114	8	5	0.0352
3FDM	256	86	9	3	0.0352
4DZO	227	117	8	4	0.0352
2DB9	142	142	5	5	0.0352
2F9J	228	114	8	4	0.0351
3LQV	228	115	8	4	0.0351
1GFD	57	57	2	2	0.0351
1BX4	342	342	12	12	0.0351
2V5X	712	363	25	13	0.0351
2DOS	171	171	6	7	0.0351
2L8J	114	114	4	4	0.0351
4LC2	114	114	4	4	0.0351
1IO6	57	57	2	2	0.0351
1WRY	114	114	4	4	0.0351
2E6I	57	57	2	2	0.0351
2F9D	228	114	8	4	0.0351
2RS9	114	114	4	4	0.0351
1GFC	57	57	2	2	0.0351
1DXS	57	57	2	2	0.0351
1W22	684	344	24	12	0.0351
2VSC	457	115	16	5	0.0350
2NUP	1372	1372	48	49	0.0350
1RC0	400	200	14	7	0.0350
3DZ3	286	286	10	11	0.0350
2GWF	772	261	27	9	0.0350
1RBQ	800	200	28	7	0.0350
1RC1	400	200	14	7	0.0350
2OBH	286	143	10	5	0.0350
1RBY	800	200	28	7	0.0350
1RBM	400	200	14	7	0.0350
1WG7	143	143	5	5	0.0350
1ZLY	200	200	7	7	0.0350
1RBZ	400	200	14	7	0.0350
2F0R	286	143	10	5	0.0350
1NJS	400	200	14	7	0.0350
3NER	172	88	6	3	0.0349
2VUX	487	273	17	10	0.0349
2GF0	688	174	24	6	0.0349
2B48	86	86	3	3	0.0349
3K3N	344	344	12	12	0.0349
4EW1	201	201	7	7	0.0348
3NUX	230	230	8	8	0.0348
3CEQ	488	263	17	10	0.0348
3Q90	230	131	8	5	0.0348
3DPL	460	460	16	16	0.0348
3MZ4	690	346	24	12	0.0348
3DZ2	287	287	10	11	0.0348
3K3O	345	345	12	12	0.0348
3ZLR	173	91	6	3	0.0347
2HTH	202	202	7	7	0.0347
2BIY	288	288	10	11	0.0347
2F1Z	923	483	32	18	0.0347
3T9B	317	317	11	11	0.0347
3KJO	288	288	10	10	0.0347
2R4F	1586	420	55	14	0.0347
2F1W	144	144	5	6	0.0347
3MZ7	346	346	12	12	0.0347
3CCZ	1586	420	55	14	0.0347
1KPP	144	144	5	5	0.0347
2HDE	144	144	5	5	0.0347
1INZ	144	144	5	5	0.0347
1KPQ	144	144	5	5	0.0347
1XJV	288	288	10	10	0.0347
3T9F	318	318	11	11	0.0346
4D86	347	347	12	12	0.0346
3SFF	318	318	11	11	0.0346
1P4F	260	260	9	9	0.0346
4F63	462	256	16	9	0.0346
3T54	318	318	11	11	0.0346
3T9A	318	318	11	11	0.0346
3PE6	289	289	10	10	0.0346
1QVN	464	117	16	5	0.0345
3MZ6	348	348	12	12	0.0345
3CVA	87	87	3	3	0.0345
4FT3	261	261	9	10	0.0345
2L1G	87	87	3	3	0.0345
4EW2	203	203	7	7	0.0345
2AQL	290	149	10	5	0.0345
1U37	87	87	3	3	0.0345
2OIL	174	174	6	7	0.0345
4BD3	58	58	2	2	0.0345
4EW3	203	203	7	7	0.0345
1U38	87	87	3	3	0.0345
2KO0	87	87	3	3	0.0345
3EW8	348	348	12	12	0.0345
4L7W	174	174	6	6	0.0345
3G9Y	29	29	1	1	0.0345
3MDI	406	207	14	7	0.0345
2JTG	87	87	3	3	0.0345
3F06	696	348	24	12	0.0345
3E9V	116	116	4	4	0.0345
3T7A	319	319	11	11	0.0345
4BSM	840	840	29	29	0.0345
1WGO	116	116	4	4	0.0345
4I6X	116	116	4	5	0.0345
2LTU	58	58	2	3	0.0345
4FU6	87	87	3	3	0.0345
2JMD	58	58	2	2	0.0345
4JVH	145	145	5	5	0.0345
1IDN	378	268	13	8	0.0344
1BHQ	378	268	13	8	0.0344
2CMW	291	291	10	10	0.0344
3DZ4	291	291	10	11	0.0344
4L7E	349	183	12	6	0.0344
3EGD	1396	1396	48	49	0.0344
3MZ3	697	351	24	12	0.0344
3VFQ	349	349	12	12	0.0344
1DQ9	1630	414	56	14	0.0344
3SFH	320	320	11	11	0.0344
2XYC	291	291	10	10	0.0344
1BHO	378	268	13	8	0.0344
2XZS	583	296	20	10	0.0343
3QKD	175	90	6	3	0.0343
4AWL	233	233	8	8	0.0343
3EZT	700	350	24	12	0.0343
1V83	466	238	16	8	0.0343
3EZP	700	350	24	12	0.0343
1T67	350	350	12	12	0.0343
1YOK	233	233	8	8	0.0343
3CCW	1639	421	56	14	0.0342
3KJP	292	292	10	10	0.0342
1O7Z	117	61	4	2	0.0342
2XS6	146	146	5	5	0.0342
2R7B	263	263	9	10	0.0342
3DZ6	263	263	9	10	0.0342
1Z5M	264	264	9	10	0.0341
2YT9	88	88	3	3	0.0341
2DNZ	88	88	3	3	0.0341
3NEY	1056	177	36	6	0.0341
2PE1	264	264	9	10	0.0341
3QD4	264	264	9	10	0.0341
1T69	352	352	12	12	0.0341
1R2H	88	88	3	3	0.0341
3MDG	410	210	14	7	0.0341
2PE2	264	264	9	10	0.0341
3EGY	176	176	6	6	0.0341
1R2D	88	88	3	3	0.0341
3T99	323	323	11	11	0.0341
3CDB	1642	421	56	14	0.0341
3CD0	1641	421	56	14	0.0341
2PE0	264	264	9	10	0.0341
4FCM	264	138	9	5	0.0341
3W3J	1412	708	48	25	0.0340
4L1J	353	186	12	6	0.0340
3D9H	235	235	8	8	0.0340
4IJD	412	211	14	7	0.0340
3FF7	412	207	14	7	0.0340
1V82	470	242	16	8	0.0340
3CDA	1648	422	56	14	0.0340
4HXI	529	529	18	20	0.0340
3IOP	265	265	9	10	0.0340
1O80	147	75	5	3	0.0340
3H9O	265	265	9	10	0.0340
3CCT	1645	421	56	14	0.0340
1V84	470	238	16	8	0.0340
3HF1	559	289	19	10	0.0340
1WER	324	324	11	11	0.0340
2YDL	59	59	2	2	0.0339
3VUT	383	251	13	10	0.0339
2EOD	59	59	2	2	0.0339
3EGX	1386	1386	47	48	0.0339
2NUT	1386	1386	47	48	0.0339
1P27	472	236	16	8	0.0339
3RFE	236	118	8	5	0.0339
1HW8	1534	405	52	13	0.0339
1SHF	118	59	4	2	0.0339
3W3G	1417	718	48	25	0.0339
1HWI	1532	401	52	13	0.0339
4E73	295	295	10	10	0.0339
3T9E	325	325	11	11	0.0338
3QCX	266	266	9	10	0.0338
1JL0	591	299	20	11	0.0338
4HN2	325	325	11	11	0.0338
3T9C	325	325	11	11	0.0338
3NUY	266	266	9	10	0.0338
3QCQ	266	266	9	10	0.0338
3NUS	266	266	9	10	0.0338
2L6L	148	148	5	5	0.0338
1UU3	266	266	9	10	0.0338
3T9D	325	325	11	11	0.0338
3QCS	266	266	9	10	0.0338
3NUU	266	266	9	10	0.0338
2XCK	266	266	9	10	0.0338
1X5T	89	89	3	3	0.0337
3W3N	1426	714	48	25	0.0337
2I7N	534	276	18	9	0.0337
3RWP	267	267	9	10	0.0337
1OKZ	267	267	9	10	0.0337
3D0Y	178	89	6	3	0.0337
2E44	89	89	3	3	0.0337
1R2I	89	89	3	3	0.0337
4IQY	416	213	14	7	0.0337
2EEJ	89	89	3	3	0.0337
1X5E	119	119	4	5	0.0336
3HBW	298	149	10	5	0.0336
3EC8	119	119	4	4	0.0336
3ORZ	1070	269	36	10	0.0336
1I7B	298	298	10	11	0.0336
3W3L	2856	714	96	25	0.0336
2ETT	119	119	4	4	0.0336
1CF7	149	149	5	5	0.0336
3W3M	714	714	24	25	0.0336
3N9V	565	311	19	10	0.0336
3MQI	269	90	9	3	0.0335
4BKN	956	480	32	16	0.0335
3NAY	538	269	18	10	0.0335
3HCM	179	90	6	3	0.0335
3EP5	269	269	9	10	0.0335
2XCH	269	269	9	10	0.0335
3OTU	269	269	9	10	0.0335
3EP3	269	269	9	10	0.0335
3SC1	269	269	9	10	0.0335
3EP7	269	269	9	10	0.0335
1HWK	1559	408	52	13	0.0334
4BOP	299	150	10	5	0.0334
1HW9	1555	405	52	13	0.0334
4G6L	571	571	19	19	0.0333
2KJM	30	30	1	1	0.0333
4BSN	660	660	22	22	0.0333
4F7N	570	570	19	19	0.0333
1R2G	90	90	3	3	0.0333
1DQ8	1623	421	54	14	0.0333
1I79	300	300	10	11	0.0333
4DTG	60	60	2	2	0.0333
1KL9	150	150	5	5	0.0333
1D0R	30	30	1	1	0.0333
1T3G	270	139	9	5	0.0333
2H61	720	91	24	3	0.0333
1I72	300	300	10	11	0.0333
2ERY	330	170	11	6	0.0333
4BW5	932	253	31	9	0.0333
1MAZ	90	90	3	3	0.0333
3VUL	330	330	11	11	0.0333
3CZT	90	90	3	3	0.0333
2DMK	120	120	4	4	0.0333
4G1W	300	300	10	10	0.0333
2DAM	60	60	2	2	0.0333
1WD2	60	60	2	2	0.0333
2Y0A	300	300	10	10	0.0333
4G16	301	301	10	10	0.0332
2XUU	301	301	10	10	0.0332
2W4K	301	301	10	10	0.0332
2Q6C	1658	421	55	14	0.0332
3BGL	1655	421	55	14	0.0332
4G17	301	301	10	10	0.0332
4HGL	301	301	10	10	0.0332
3EP6	271	271	9	10	0.0332
4HGS	301	301	10	10	0.0332
3NAX	271	271	9	10	0.0332
4FOM	302	302	10	10	0.0331
3ORX	2172	282	72	10	0.0331
2DAY	121	121	4	4	0.0331
2R0B	151	151	5	5	0.0331
2XRW	332	332	11	11	0.0331
4IEH	121	121	4	4	0.0331
2XS0	332	332	11	11	0.0331
1HWL	1573	405	52	13	0.0331
4DJN	544	274	18	9	0.0331
3D10	181	91	6	3	0.0331
3BRT	121	62	4	2	0.0331
3DJU	121	121	4	4	0.0331
3H0V	272	272	9	10	0.0331
3ZEH	91	91	3	3	0.0330
2C9O	880	360	29	13	0.0330
4FR4	1997	341	66	11	0.0330
1UWO	182	91	6	3	0.0330
1X45	91	91	3	3	0.0330
2PRU	182	91	6	3	0.0330
3CKX	273	273	9	9	0.0330
1MQ1	182	91	6	3	0.0330
1UCP	91	91	3	3	0.0330
1R2E	91	91	3	3	0.0330
3MTC	303	303	10	10	0.0330
2ZJ4	365	365	12	12	0.0329
1HWJ	1580	410	52	13	0.0329
2O72	213	213	7	10	0.0329
3CD5	1674	425	55	14	0.0329
2ZJ3	365	365	12	12	0.0329
2HAK	2290	319	75	11	0.0328
2XEU	61	61	2	2	0.0328
3LLH	122	63	4	2	0.0328
1FBV	519	519	17	18	0.0328
3DZ5	274	274	9	10	0.0328
2DMO	61	61	2	2	0.0328
3HRC	274	274	9	10	0.0328
1TMC	274	274	9	9	0.0328
1UU7	275	275	9	10	0.0327
3H0W	275	275	9	10	0.0327
2Q6B	1680	426	55	14	0.0327
2P1H	92	92	3	3	0.0326
3W3K	1411	706	46	24	0.0326
3NUP	215	215	7	7	0.0326
2DGS	92	92	3	3	0.0326
3ZK6	184	92	6	3	0.0326
2YGS	92	92	3	3	0.0326
4F7S	583	583	19	19	0.0326
2QND	276	139	9	5	0.0326
3BRV	123	62	4	2	0.0325
1V88	123	123	4	4	0.0325
1G5M	123	123	4	4	0.0325
3EP9	277	277	9	10	0.0325
1GJH	123	123	4	4	0.0325
4AP2	615	615	20	20	0.0325
1HIG	492	123	16	4	0.0325
4F70	557	557	18	18	0.0323
2M16	93	93	3	3	0.0323
2K1P	31	31	1	1	0.0323
1SJ6	93	93	3	3	0.0323
2RR4	62	62	2	2	0.0323
3Q0Q	341	341	11	11	0.0323
1TEH	744	372	24	12	0.0323
2CUR	62	62	2	2	0.0323
3SOA	434	434	14	14	0.0323
3Q0R	341	341	11	11	0.0323
2O21	124	124	4	4	0.0323
4F7J	557	557	18	18	0.0323
3Q0S	341	341	11	11	0.0323
2O22	124	124	4	4	0.0323
1YSW	124	124	4	4	0.0323
4F7L	557	557	18	18	0.0323
2E5N	93	93	3	3	0.0323
2H31	341	341	11	11	0.0323
4HCR	372	186	12	7	0.0323
1X3A	93	93	3	3	0.0323
1MA0	746	373	24	12	0.0322
2FZE	746	373	24	12	0.0322
1M6W	746	373	24	12	0.0322
4F6S	559	559	18	18	0.0322
3QJ5	745	373	24	12	0.0322
1M6H	746	373	24	12	0.0322
1MP0	746	373	24	12	0.0322
2FZW	746	373	24	12	0.0322
1DQA	1614	411	52	13	0.0322
1I7C	311	311	10	11	0.0322
1MC5	746	373	24	12	0.0322
1X5B	156	156	5	5	0.0321
4A4C	530	530	17	18	0.0321
3RCJ	280	280	9	10	0.0321
2M04	156	156	5	6	0.0321
3QC8	250	250	8	9	0.0320
4A4B	532	532	17	18	0.0320
4AW0	281	281	9	10	0.0320
3QWZ	250	250	8	9	0.0320
3RY6	593	380	19	21	0.0320
4A07	281	281	9	10	0.0320
2YL2	905	468	29	15	0.0320
1QGV	125	125	4	4	0.0320
1TJC	188	94	6	3	0.0319
1H5P	94	94	3	4	0.0319
2NPL	94	94	3	3	0.0319
2RSG	94	94	3	3	0.0319
3MPX	251	251	8	8	0.0319
4F6W	565	565	18	18	0.0319
3CKI	377	377	12	12	0.0318
1MSV	628	315	20	11	0.0318
3DZ7	283	283	9	10	0.0318
2ZJB	440	220	14	7	0.0318
3BPJ	283	76	9	3	0.0318
1V5W	440	220	14	7	0.0318
4A06	283	283	9	10	0.0318
2RB4	314	159	10	5	0.0318
3HRF	283	283	9	10	0.0318
3QC4	505	281	16	10	0.0317
1NB8	599	307	19	10	0.0317
2E1O	63	63	2	2	0.0317
2DMU	63	63	2	2	0.0317
4AUA	221	221	7	7	0.0317
2CRA	63	63	2	2	0.0317
3HCT	252	252	8	8	0.0317
2AWT	95	95	3	3	0.0316
1WEZ	95	95	3	3	0.0316
1P9O	507	270	16	9	0.0316
4F6U	569	569	18	18	0.0316
1IAP	190	190	6	6	0.0316
3SP7	95	95	3	3	0.0316
1WZ0	95	95	3	3	0.0316
1GVJ	286	145	9	5	0.0315
1PQN	127	127	4	4	0.0315
2BKD	127	127	4	4	0.0315
2W3L	254	131	8	4	0.0315
2PRH	349	349	11	12	0.0315
1H6P	349	186	11	6	0.0315
3TDZ	381	191	12	6	0.0315
3HCU	509	257	16	8	0.0314
2A3R	574	287	18	9	0.0314
3ZWT	350	350	11	12	0.0314
3LYR	192	192	6	5	0.0313
3PYC	128	128	4	4	0.0313
2CQI	96	96	3	3	0.0313
3ZWS	352	352	11	12	0.0313
3TDU	383	192	12	6	0.0313
2COI	702	353	22	11	0.0313
2FKL	128	64	4	2	0.0313
2V4M	1405	355	44	11	0.0313
1D3G	353	353	11	12	0.0312
2BXV	353	353	11	12	0.0312
2COG	706	356	22	11	0.0312
2COJ	708	357	22	11	0.0311
4HD9	193	193	6	6	0.0311
3LM5	257	257	8	9	0.0311
1G83	322	161	10	5	0.0311
2NNY	258	129	8	4	0.0310
1O7Y	258	69	8	2	0.0310
2F1Y	129	129	4	5	0.0310
2LGV	97	97	3	3	0.0309
2V5F	97	97	3	3	0.0309
4HYY	908	227	28	7	0.0308
3D9O	260	131	8	4	0.0308
1AN4	130	65	4	2	0.0308
1PCF	520	65	16	2	0.0308
3CXL	357	357	11	12	0.0308
3G0X	357	357	11	12	0.0308
2C62	130	65	4	2	0.0308
1GXE	130	130	4	4	0.0308
2CQQ	65	65	2	2	0.0308
3F1Q	358	358	11	12	0.0307
3G0U	358	358	11	12	0.0307
2B0M	358	358	11	12	0.0307
3FJL	358	358	11	12	0.0307
3EPA	293	293	9	10	0.0307
3FJ6	358	358	11	12	0.0307
2ABJ	1437	366	44	11	0.0306
2IZT	294	294	9	9	0.0306
3KVL	359	359	11	12	0.0306
1Z3K	98	98	3	3	0.0306
4APF	588	588	18	18	0.0306
4DCN	719	362	22	12	0.0306
1ZMZ	98	98	3	3	0.0306
2FPT	361	361	11	12	0.0305
3BCH	197	197	6	6	0.0305
2FQI	361	361	11	12	0.0305
3CHN	2099	937	64	54	0.0305
1D3H	361	361	11	12	0.0305
2IZU	295	295	9	9	0.0305
3LM0	262	262	8	9	0.0305
3QD0	262	262	8	9	0.0305
3TSW	558	284	17	9	0.0305
2V9R	197	197	6	6	0.0305
2H0D	197	197	6	6	0.0305
1H2M	329	329	10	10	0.0304
3KCX	329	329	10	10	0.0304
2CGN	329	329	10	10	0.0304
2WA4	329	329	10	10	0.0304
1H2N	329	329	10	10	0.0304
3KCY	329	329	10	10	0.0304
3ION	263	263	8	9	0.0304
1H2K	329	329	10	10	0.0304
3KVJ	362	362	11	12	0.0304
3DRY	823	177	25	5	0.0304
1H2L	329	329	10	10	0.0304
2M9E	33	33	1	1	0.0303
1WIG	66	66	2	2	0.0303
2XTE	792	66	24	2	0.0303
2D7C	330	165	10	5	0.0303
3QCY	264	264	8	9	0.0303
2M9F	33	33	1	1	0.0303
2GZD	330	165	10	5	0.0303
1OWT	66	66	2	2	0.0303
2FG5	165	165	5	5	0.0303
2GH0	595	298	18	9	0.0303
4KSJ	231	231	7	7	0.0303
2IZR	297	297	9	9	0.0303
3K9O	198	198	6	6	0.0303
1N1J	165	165	5	5	0.0303
1Z9Q	66	66	2	4	0.0303
2XTD	132	68	4	2	0.0303
2BSK	398	154	12	6	0.0302
1YLA	398	199	12	6	0.0302
2FPV	364	364	11	12	0.0302
2CHL	298	298	9	9	0.0302
2L0T	232	232	7	7	0.0302
1EKU	265	133	8	4	0.0302
2FPY	364	364	11	12	0.0302
2IZS	298	298	9	9	0.0302
3KVK	364	364	11	12	0.0302
3U2O	366	366	11	12	0.0301
3KVM	366	366	11	12	0.0301
3AQF	166	166	5	5	0.0301
2RAP	166	166	5	5	0.0301
1JEN	565	285	17	10	0.0301
2XTC	133	74	4	2	0.0301
1OIW	166	166	5	5	0.0301
2WV8	365	365	11	12	0.0301
2PRM	367	367	11	12	0.0300
1MZE	333	333	10	10	0.0300
1KLV	100	100	3	3	0.0300
3E46	200	200	6	6	0.0300
2LV7	100	100	3	4	0.0300
4FCJ	233	128	7	4	0.0300
1MZF	333	333	10	10	0.0300
1KM7	100	100	3	3	0.0300
2PRL	367	367	11	12	0.0300
3F92	200	200	6	6	0.0300
1Z0F	167	167	5	5	0.0299
2WA3	335	335	10	10	0.0299
3TEQ	402	101	12	3	0.0299
4KBL	669	348	20	10	0.0299
2JLP	670	169	20	5	0.0299
3RAP	334	167	10	5	0.0299
1BH8	134	134	4	4	0.0299
4IKD	134	134	4	4	0.0299
1BH9	134	134	4	4	0.0299
3FGH	67	67	2	2	0.0299
1KAO	167	167	5	5	0.0299
1OIX	168	168	5	5	0.0298
1YZK	168	168	5	5	0.0298
1OIV	336	168	10	5	0.0298
2CGO	336	336	10	10	0.0298
1YCI	336	336	10	10	0.0298
3EAC	101	101	3	3	0.0297
2DJS	101	101	3	3	0.0297
2JUN	101	101	3	3	0.0297
2CY7	303	303	9	9	0.0297
4EIH	101	101	3	4	0.0297
3BUA	808	202	24	6	0.0297
3EP4	270	270	8	9	0.0296
3EP8	270	270	8	9	0.0296
3PPA	203	203	6	6	0.0296
4JVF	135	135	4	4	0.0296
4EA5	135	135	4	4	0.0296
3K9P	271	271	8	8	0.0295
3D8C	339	339	10	10	0.0295
2Y0I	339	339	10	10	0.0295
4BIO	339	339	10	10	0.0295
4AI8	339	339	10	10	0.0295
3EAZ	102	102	3	3	0.0294
1COK	68	68	2	2	0.0294
4EA4	136	136	4	4	0.0294
4HNJ	170	114	5	3	0.0294
2COP	102	102	3	3	0.0294
3HQI	544	290	16	8	0.0294
1KTZ	170	170	5	5	0.0294
2KCF	34	34	1	1	0.0294
2OPG	136	68	4	2	0.0294
1X4J	68	68	2	2	0.0294
3I3T	1362	351	40	12	0.0294
2M9I	34	34	1	1	0.0294
1BZG	34	34	1	1	0.0294
4A3P	204	204	6	6	0.0294
2ILM	340	340	10	10	0.0294
3RI4	272	136	8	4	0.0294
1CEE	238	238	7	7	0.0294
2HST	136	136	4	4	0.0294
2M9J	34	34	1	1	0.0294
2JLL	375	375	11	11	0.0293
1S1Q	410	208	12	6	0.0293
3OD4	342	342	10	10	0.0292
4E9F	137	137	4	4	0.0292
2W0X	342	342	10	10	0.0292
2VKI	137	137	4	5	0.0292
1WBP	171	171	5	5	0.0292
2F1X	274	142	8	6	0.0292
4E9G	137	137	4	4	0.0292
2EC4	171	171	5	5	0.0292
3BU8	411	208	12	6	0.0292
3MFK	274	138	8	4	0.0292
3IHO	137	137	4	4	0.0292
1GSM	206	206	6	6	0.0291
3RGF	549	549	16	16	0.0291
1WAK	172	172	5	5	0.0291
1QK1	3032	379	88	12	0.0290
2K6D	138	138	4	4	0.0290
2DK4	69	69	2	3	0.0290
4AZ9	207	105	6	3	0.0290
3E5H	173	173	5	5	0.0289
1YK1	797	409	23	14	0.0289
3D9J	277	141	8	4	0.0289
3D9K	278	142	8	4	0.0288
4E9E	139	139	4	4	0.0288
3LH5	208	208	6	6	0.0288
1W1G	139	139	4	5	0.0288
