pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
1MKK	ENST00000523873	2	0.02	0	0	2	0.02
1MKK	ENST00000523950	2	0.02	0	0	2	0.02
1MKK	ENST00000457104	3	0.03	0	0	3	0.03
1MKK	ENST00000518689	2	0.02	0	0	2	0.02
1MKK	ENST00000523125	2	0.02	0	0	2	0.02
1MKK	ENST00000518824	2	0.02	0	0	2	0.02
1VSC	ENST00000370119	162	0.83	0	0	162	0.83
1VSC	ENST00000347652	1	0.01	0	0	1	0.01
1VSC	ENST00000294728	1	0.01	0	0	1	0.01
1VSC	ENST00000370119	162	0.83	0	0	162	0.83
1VSC	ENST00000347652	1	0.01	0	0	1	0.01
1VSC	ENST00000294728	1	0.01	0	0	1	0.01
4AAP	ENST00000286096	225	0.96	38	0.16	187	0.8
4AAP	ENST00000568965	234	1	231	0.99	3	0.01
4AAP	ENST00000380948	234	1	231	0.99	3	0.01
4AAP	ENST00000286096	223	0.96	38	0.16	185	0.8
4AAP	ENST00000568965	232	1	229	0.99	3	0.01
4AAP	ENST00000380948	232	1	229	0.99	3	0.01
1VSN	ENST00000271651	113	0.53	8	0.04	105	0.49
4AA4	ENST00000229795	14	0.04	0	0	14	0.04
4AA4	ENST00000310795	101	0.29	48	0.14	53	0.15
4AA5	ENST00000229795	14	0.04	0	0	14	0.04
4AA5	ENST00000310795	98	0.29	45	0.13	53	0.16
4AA0	ENST00000229795	14	0.04	0	0	14	0.04
4AA0	ENST00000310795	98	0.3	45	0.14	53	0.16
2OHM	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHM	ENST00000513780	234	0.62	0	0	234	0.62
2OHM	ENST00000445823	276	0.73	0	0	276	0.73
2OHL	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHL	ENST00000513780	234	0.62	0	0	234	0.62
2OHL	ENST00000445823	276	0.73	0	0	276	0.73
2OHN	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHN	ENST00000513780	234	0.62	0	0	234	0.62
2OHN	ENST00000445823	276	0.73	0	0	276	0.73
2OHK	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHK	ENST00000513780	234	0.62	0	0	234	0.62
2OHK	ENST00000445823	276	0.73	0	0	276	0.73
2OHF	ENST00000344357	315	0.96	150	0.46	165	0.5
2OHF	ENST00000428402	141	0.43	110	0.34	31	0.09
2OHU	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHU	ENST00000513780	234	0.62	0	0	234	0.62
2OHU	ENST00000445823	276	0.73	0	0	276	0.73
2OHT	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHT	ENST00000513780	234	0.62	0	0	234	0.62
2OHT	ENST00000445823	276	0.73	0	0	276	0.73
2OHQ	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHQ	ENST00000513780	234	0.62	0	0	234	0.62
2OHQ	ENST00000445823	276	0.73	0	0	276	0.73
2OHP	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHP	ENST00000513780	234	0.62	0	0	234	0.62
2OHP	ENST00000445823	276	0.73	0	0	276	0.73
2OHS	ENST00000428381	273	0.73	14	0.04	259	0.69
2OHS	ENST00000513780	231	0.62	0	0	231	0.62
2OHS	ENST00000445823	273	0.73	0	0	273	0.73
2OHR	ENST00000428381	276	0.73	14	0.04	262	0.69
2OHR	ENST00000513780	234	0.62	0	0	234	0.62
2OHR	ENST00000445823	276	0.73	0	0	276	0.73
2M9I	ENST00000247970	4	0.12	0	0	4	0.12
2M9F	NULL	1	NULL	NULL	NULL	NULL	NULL
2OH4	NULL	1	NULL	NULL	NULL	NULL	NULL
2OH2	ENST00000510815	415	0.97	145	0.34	270	0.63
2OH2	ENST00000515295	64	0.15	45	0.11	19	0.04
2OH2	ENST00000508526	191	0.45	0	0	191	0.45
2OH2	ENST00000352007	191	0.45	0	0	191	0.45
2OH2	ENST00000510815	427	0.97	145	0.33	282	0.64
2OH2	ENST00000515295	64	0.15	45	0.1	19	0.04
2OH2	ENST00000508526	191	0.43	0	0	191	0.43
2OH2	ENST00000352007	191	0.43	0	0	191	0.43
4IKM	NULL	1	NULL	NULL	NULL	NULL	NULL
3FBK	ENST00000317613	128	0.93	0	0	128	0.93
3FBK	ENST00000343817	127	0.93	0	0	127	0.93
3FBK	ENST00000462143	124	0.91	0	0	124	0.91
3FBK	ENST00000374134	124	0.91	0	0	124	0.91
3FBK	ENST00000317613	128	0.93	0	0	128	0.93
3FBK	ENST00000343817	127	0.93	0	0	127	0.93
3FBK	ENST00000462143	124	0.91	0	0	124	0.91
3FBK	ENST00000374134	124	0.91	0	0	124	0.91
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	14	0.06	0	0	14	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3I69	ENST00000334575	13	0.06	0	0	13	0.06
3KNE	ENST00000285379	1	0	0	0	1	0
3KNB	ENST00000342992	97	1	97	1	0	0
3KNB	ENST00000460472	97	1	97	1	0	0
3KNB	ENST00000360870	97	1	97	1	0	0
3KNB	ENST00000436599	97	1	97	1	0	0
3KNB	ENST00000342175	97	1	97	1	0	0
3KNB	ENST00000359218	97	1	97	1	0	0
3KNV	ENST00000359662	11	0.09	0	0	11	0.09
3KN5	ENST00000418736	148	0.52	147	0.52	1	0
3KN5	ENST00000418736	155	0.54	154	0.53	1	0
3KN6	ENST00000418736	148	0.52	147	0.52	1	0
3KN6	ENST00000418736	154	0.53	153	0.53	1	0
3KN0	ENST00000428381	286	0.74	15	0.04	271	0.7
3KN0	ENST00000513780	245	0.63	0	0	245	0.63
3KN0	ENST00000445823	287	0.74	0	0	287	0.74
3KN0	ENST00000428381	285	0.73	14	0.04	271	0.7
3KN0	ENST00000513780	244	0.63	0	0	244	0.63
3KN0	ENST00000445823	286	0.74	0	0	286	0.74
3PO9	ENST00000397010	251	0.96	27	0.1	224	0.86
3PO9	ENST00000309576	251	0.96	27	0.1	224	0.86
3PO9	ENST00000397015	251	0.96	27	0.1	224	0.86
3PO9	ENST00000397012	251	0.96	27	0.1	224	0.86
3PO9	ENST00000396999	261	1	261	1	0	0
3PO9	ENST00000397010	239	0.96	23	0.09	216	0.87
3PO9	ENST00000309576	239	0.96	23	0.09	216	0.87
3PO9	ENST00000397015	239	0.96	23	0.09	216	0.87
3PO9	ENST00000397012	239	0.96	23	0.09	216	0.87
3PO9	ENST00000396999	249	1	249	1	0	0
3PO6	ENST00000285379	127	0.49	1	0	126	0.49
4E3G	ENST00000285379	127	0.49	1	0	126	0.49
4E3C	ENST00000519735	407	0.65	383	0.61	24	0.04
4E3C	ENST00000520835	581	0.93	0	0	581	0.93
4E3C	ENST00000416505	594	0.95	0	0	594	0.95
4E3C	ENST00000519735	415	0.66	391	0.62	24	0.04
4E3C	ENST00000520835	589	0.93	0	0	589	0.93
4E3C	ENST00000416505	601	0.95	0	0	601	0.95
4E3C	ENST00000519735	407	0.65	383	0.61	24	0.04
4E3C	ENST00000520835	581	0.93	0	0	581	0.93
4E3C	ENST00000416505	594	0.95	0	0	594	0.95
4E3C	ENST00000519735	407	0.65	383	0.61	24	0.04
4E3C	ENST00000520835	581	0.93	0	0	581	0.93
4E3C	ENST00000416505	594	0.95	0	0	594	0.95
4E3C	ENST00000519735	407	0.65	383	0.61	24	0.04
4E3C	ENST00000520835	581	0.93	0	0	581	0.93
4E3C	ENST00000416505	594	0.95	0	0	594	0.95
4E3C	ENST00000519735	407	0.65	383	0.61	24	0.04
4E3C	ENST00000520835	581	0.93	0	0	581	0.93
4E3C	ENST00000416505	594	0.95	0	0	594	0.95
3U45	ENST00000285379	126	0.49	1	0	125	0.49
3UXH	ENST00000338130	1	0	0	0	1	0
3UXH	ENST00000380455	1	0	0	0	1	0
3UXH	ENST00000380430	1	0	0	0	1	0
3UXH	ENST00000338130	1	0	0	0	1	0
3UXH	ENST00000380455	1	0	0	0	1	0
3UXH	ENST00000380430	1	0	0	0	1	0
3UX2	ENST00000380290	53	0.45	48	0.4	5	0.04
3UX2	ENST00000557835	53	0.45	48	0.4	5	0.04
3UX3	ENST00000380290	60	0.47	55	0.43	5	0.04
3UX3	ENST00000557835	60	0.47	55	0.43	5	0.04
3UX3	ENST00000380290	60	0.47	55	0.43	5	0.04
3UX3	ENST00000557835	60	0.47	55	0.43	5	0.04
4AUO	ENST00000315274	1	0	0	0	1	0
4AUO	ENST00000315274	1	0	0	0	1	0
2M04	NULL	1	NULL	NULL	NULL	NULL	NULL
2M03	NULL	1	NULL	NULL	NULL	NULL	NULL
4.00E+34	ENST00000052569	81	0.93	0	0	81	0.93
4.00E+34	ENST00000052569	81	0.93	0	0	81	0.93
4.00E+35	ENST00000052569	81	0.93	0	0	81	0.93
4.00E+35	ENST00000052569	81	0.93	0	0	81	0.93
4.00E+36	ENST00000513084	422	0.49	417	0.48	5	0.01
4.00E+36	ENST00000379904	656	0.76	45	0.05	611	0.7
4.00E+36	ENST00000510309	601	0.69	574	0.66	27	0.03
4.00E+36	ENST00000513084	417	0.49	416	0.48	1	0
4.00E+36	ENST00000379904	651	0.76	45	0.05	606	0.71
4.00E+36	ENST00000510309	596	0.69	569	0.66	27	0.03
2M09	ENST00000377387	111	0.93	0	0	111	0.93
2M09	ENST00000433274	114	0.96	0	0	114	0.96
3POZ	ENST00000342916	293	1	293	1	0	0
3POZ	ENST00000344576	293	1	288	0.98	5	0.02
3POZ	ENST00000420316	293	1	293	1	0	0
3POS	NULL	1	NULL	NULL	NULL	NULL	NULL
3POW	NULL	1	NULL	NULL	NULL	NULL	NULL
3POM	NULL	1	NULL	NULL	NULL	NULL	NULL
3ZQK	ENST00000261405	1	0.01	0	0	1	0.01
3ZQK	ENST00000261405	1	0.01	0	0	1	0.01
3ZQK	ENST00000261405	1	0.01	0	0	1	0.01
3ZQS	ENST00000402135	109	0.59	0	0	109	0.59
3ZQS	ENST00000402135	109	0.59	0	0	109	0.59
2JDT	ENST00000396418	18	0.9	0	0	18	0.9
2JDT	ENST00000352966	18	0.9	0	0	18	0.9
2JDT	ENST00000518467	18	0.9	0	0	18	0.9
2JDV	ENST00000396418	18	0.9	0	0	18	0.9
2JDV	ENST00000352966	18	0.9	0	0	18	0.9
2JDV	ENST00000518467	18	0.9	0	0	18	0.9
2JDW	ENST00000558336	36	0.1	32	0.09	4	0.01
2JDR	ENST00000392038	9	0.03	0	0	9	0.03
2JDR	ENST00000424901	9	0.03	0	0	9	0.03
2JDS	ENST00000396418	18	0.9	0	0	18	0.9
2JDS	ENST00000352966	18	0.9	0	0	18	0.9
2JDS	ENST00000518467	18	0.9	0	0	18	0.9
2YDW	NULL	1	NULL	NULL	NULL	NULL	NULL
2YDQ	ENST00000357797	7	1	0	0	7	1
2JDF	ENST00000260988	166	0.94	2	0.01	164	0.93
2JDG	ENST00000260988	156	0.91	0	0	156	0.91
2YDF	ENST00000509063	11	0.02	2	0	9	0.02
2YDF	ENST00000509063	11	0.02	2	0	9	0.02
2YD9	ENST00000357368	116	0.42	0	0	116	0.42
2YD7	ENST00000381196	32	0.16	0	0	32	0.16
2YD7	ENST00000486161	32	0.16	0	0	32	0.16
2YD7	ENST00000356435	32	0.16	0	0	32	0.16
2YD7	ENST00000355233	32	0.16	0	0	32	0.16
2YD7	ENST00000540109	32	0.16	0	0	32	0.16
2YD7	ENST00000381196	32	0.16	0	0	32	0.16
2YD7	ENST00000486161	32	0.16	0	0	32	0.16
2YD7	ENST00000356435	32	0.16	0	0	32	0.16
2YD7	ENST00000355233	32	0.16	0	0	32	0.16
2YD7	ENST00000540109	32	0.16	0	0	32	0.16
2YD6	ENST00000381196	32	0.16	0	0	32	0.16
2YD6	ENST00000486161	32	0.16	0	0	32	0.16
2YD6	ENST00000356435	32	0.16	0	0	32	0.16
2YD6	ENST00000355233	32	0.16	0	0	32	0.16
2YD6	ENST00000540109	32	0.16	0	0	32	0.16
2YD0	ENST00000296754	1	0	0	0	1	0
2PWL	ENST00000358487	2	0.01	0	0	2	0.01
2PWL	ENST00000356226	271	0.95	60	0.21	211	0.74
2PWL	ENST00000369060	267	0.94	59	0.21	208	0.73
2PWL	ENST00000346997	264	0.93	0	0	264	0.93
2PWL	ENST00000457416	266	0.94	0	0	266	0.94
2PWL	ENST00000360144	272	0.96	84	0.3	188	0.66
2PWL	ENST00000369056	266	0.94	0	0	266	0.94
2PWL	ENST00000369058	266	0.94	0	0	266	0.94
2PWL	ENST00000359354	284	1	284	1	0	0
2PWL	ENST00000357555	270	0.95	57	0.2	213	0.75
2PWL	ENST00000369061	275	0.97	55	0.19	220	0.77
2PWL	ENST00000351936	264	0.93	0	0	264	0.93
2PWL	ENST00000358487	2	0.01	0	0	2	0.01
2PWL	ENST00000356226	272	0.95	61	0.21	211	0.74
2PWL	ENST00000369060	269	0.94	60	0.21	209	0.73
2PWL	ENST00000346997	266	0.93	0	0	266	0.93
2PWL	ENST00000457416	266	0.93	0	0	266	0.93
2PWL	ENST00000360144	274	0.96	85	0.3	189	0.66
2PWL	ENST00000369056	266	0.93	0	0	266	0.93
2PWL	ENST00000369058	266	0.93	0	0	266	0.93
2PWL	ENST00000359354	286	1	286	1	0	0
2PWL	ENST00000357555	272	0.95	58	0.2	214	0.75
2PWL	ENST00000369061	277	0.97	56	0.2	221	0.77
2PWL	ENST00000351936	266	0.93	0	0	266	0.93
2PW3	ENST00000340635	1	0	0	0	1	0
2PW3	ENST00000360047	312	0.95	41	0.13	271	0.83
2PW3	ENST00000507116	309	0.94	0	0	309	0.94
2PW3	ENST00000358923	318	0.97	207	0.63	111	0.34
2PW3	ENST00000317118	324	0.99	196	0.6	128	0.39
2PW3	ENST00000503258	310	0.95	35	0.11	275	0.84
2PW3	ENST00000405755	309	0.94	27	0.08	282	0.86
2PW3	ENST00000502484	302	0.92	0	0	302	0.92
2PW3	ENST00000309641	327	1	327	1	0	0
2PW3	ENST00000502575	327	1	327	1	0	0
2PW3	ENST00000546160	302	0.92	0	0	302	0.92
2PW3	ENST00000340635	1	0	0	0	1	0
2PW3	ENST00000360047	310	0.95	41	0.13	269	0.83
2PW3	ENST00000507116	307	0.94	0	0	307	0.94
2PW3	ENST00000358923	316	0.97	207	0.64	109	0.34
2PW3	ENST00000317118	322	0.99	196	0.6	126	0.39
2PW3	ENST00000503258	308	0.95	35	0.11	273	0.84
2PW3	ENST00000405755	307	0.94	27	0.08	280	0.86
2PW3	ENST00000502484	300	0.92	0	0	300	0.92
2PW3	ENST00000309641	325	1	325	1	0	0
2PW3	ENST00000502575	325	1	325	1	0	0
2PW3	ENST00000546160	300	0.92	0	0	300	0.92
2VIZ	ENST00000428381	269	0.73	15	0.04	254	0.68
2VIZ	ENST00000513780	229	0.62	0	0	229	0.62
2VIZ	ENST00000445823	269	0.73	0	0	269	0.73
2VIY	ENST00000428381	271	0.73	15	0.04	256	0.69
2VIY	ENST00000513780	231	0.62	0	0	231	0.62
2VIY	ENST00000445823	271	0.73	0	0	271	0.73
2VIW	ENST00000496777	197	0.86	0	0	197	0.86
2VIW	ENST00000372764	197	0.86	0	0	197	0.86
2VIV	ENST00000496777	197	0.86	0	0	197	0.86
2VIV	ENST00000372764	197	0.86	0	0	197	0.86
2VIQ	ENST00000496777	197	0.86	0	0	197	0.86
2VIQ	ENST00000372764	197	0.86	0	0	197	0.86
2VIP	ENST00000496777	197	0.86	0	0	197	0.86
2VIP	ENST00000372764	197	0.86	0	0	197	0.86
2VIO	ENST00000496777	197	0.86	0	0	197	0.86
2VIO	ENST00000372764	197	0.86	0	0	197	0.86
2VIN	ENST00000496777	197	0.86	0	0	197	0.86
2VIN	ENST00000372764	197	0.86	0	0	197	0.86
2VIJ	ENST00000428381	272	0.73	15	0.04	257	0.69
2VIJ	ENST00000513780	232	0.62	0	0	232	0.62
2VIJ	ENST00000445823	272	0.73	0	0	272	0.73
2VIG	ENST00000242592	1	0	0	0	1	0
2VIG	ENST00000242592	1	0	0	0	1	0
2VIG	ENST00000242592	7	0.02	6	0.02	1	0
2VIG	ENST00000242592	2	0.01	1	0	1	0
2VIG	ENST00000242592	2	0.01	1	0	1	0
2VIG	ENST00000242592	2	0.01	1	0	1	0
2VIG	ENST00000242592	1	0	0	0	1	0
2VIG	ENST00000242592	2	0.01	1	0	1	0
2VIF	ENST00000397942	1	0.01	0	0	1	0.01
2VIF	ENST00000582322	1	0.01	0	0	1	0.01
2VIF	ENST00000412167	7	0.88	0	0	7	0.88
2VIE	ENST00000428381	272	0.73	15	0.04	257	0.69
2VIE	ENST00000513780	232	0.62	0	0	232	0.62
2VIE	ENST00000445823	272	0.73	0	0	272	0.73
2FNN	ENST00000285379	129	0.5	1	0	128	0.5
2FNM	ENST00000285379	129	0.5	1	0	128	0.5
3B6F	NULL	1	NULL	NULL	NULL	NULL	NULL
2FNE	ENST00000319217	92	0.97	0	0	92	0.97
2FNE	ENST00000541718	92	0.97	0	0	92	0.97
2FNE	ENST00000438511	90	0.95	0	0	90	0.95
2FNE	ENST00000447879	92	0.97	0	0	92	0.97
2FNE	ENST00000381022	92	0.97	0	0	92	0.97
2FNE	ENST00000381015	92	0.97	0	0	92	0.97
2FNE	ENST00000319217	92	0.97	0	0	92	0.97
2FNE	ENST00000541718	92	0.97	0	0	92	0.97
2FNE	ENST00000438511	90	0.95	0	0	90	0.95
2FNE	ENST00000447879	92	0.97	0	0	92	0.97
2FNE	ENST00000381022	92	0.97	0	0	92	0.97
2FNE	ENST00000381015	92	0.97	0	0	92	0.97
2FNE	ENST00000319217	92	0.97	0	0	92	0.97
2FNE	ENST00000541718	92	0.97	0	0	92	0.97
2FNE	ENST00000438511	90	0.95	0	0	90	0.95
2FNE	ENST00000447879	92	0.97	0	0	92	0.97
2FNE	ENST00000381022	92	0.97	0	0	92	0.97
2FNE	ENST00000381015	92	0.97	0	0	92	0.97
4GMV	ENST00000308091	251	0.97	0	0	251	0.97
4GMV	ENST00000439222	237	0.91	0	0	237	0.91
4GMV	ENST00000423104	245	0.94	0	0	245	0.94
4GMV	ENST00000453034	251	0.97	0	0	251	0.97
4GMV	ENST00000374489	245	0.94	0	0	245	0.94
4GMV	ENST00000374488	237	0.91	0	0	237	0.91
4GMV	ENST00000308091	252	0.97	0	0	252	0.97
4GMV	ENST00000439222	238	0.91	0	0	238	0.91
4GMV	ENST00000423104	246	0.94	0	0	246	0.94
4GMV	ENST00000453034	252	0.97	0	0	252	0.97
4GMV	ENST00000374489	246	0.94	0	0	246	0.94
4GMV	ENST00000374488	238	0.91	0	0	238	0.91
3FYJ	ENST00000294981	11	0.04	0	0	11	0.04
3FYJ	ENST00000579291	11	0.04	0	0	11	0.04
3FYK	ENST00000294981	11	0.04	0	0	11	0.04
3FYK	ENST00000579291	11	0.04	0	0	11	0.04
3FY0	ENST00000356341	1	0	0	0	1	0
3FY0	ENST00000278568	24	0.08	0	0	24	0.08
3FY1	ENST00000483391	361	0.96	83	0.22	278	0.74
3FY1	ENST00000369740	4	0.01	0	0	4	0.01
3FY1	ENST00000353665	361	0.96	83	0.22	278	0.74
3FY1	ENST00000430615	353	0.94	30	0.08	323	0.86
3FY1	ENST00000343320	4	0.01	0	0	4	0.01
3FY1	ENST00000451398	361	0.96	83	0.22	278	0.74
3FY1	ENST00000483391	357	0.96	79	0.21	278	0.75
3FY1	ENST00000369740	4	0.01	0	0	4	0.01
3FY1	ENST00000353665	357	0.96	79	0.21	278	0.75
3FY1	ENST00000430615	349	0.94	26	0.07	323	0.87
3FY1	ENST00000343320	4	0.01	0	0	4	0.01
3FY1	ENST00000451398	357	0.96	79	0.21	278	0.75
3FY2	ENST00000336596	1	0	0	0	1	0
3FY2	ENST00000452448	285	1	285	1	0	0
2X5Y	ENST00000242351	1	0.01	0	0	1	0.01
2X5Y	ENST00000471652	171	1	171	1	0	0
3UEG	ENST00000374948	64	0.47	4	0.03	60	0.44
3UEG	ENST00000374948	65	0.47	5	0.04	60	0.43
3UEF	ENST00000374948	63	0.46	3	0.02	60	0.44
3UEF	ENST00000374948	64	0.47	4	0.03	60	0.44
3UEE	ENST00000374948	64	0.47	4	0.03	60	0.44
3UEE	ENST00000374948	65	0.47	5	0.04	60	0.43
3UED	ENST00000374948	64	0.47	4	0.03	60	0.44
3UED	ENST00000374948	65	0.47	5	0.04	60	0.43
3UEC	ENST00000374948	65	0.47	5	0.04	60	0.43
3UEI	ENST00000374948	64	0.47	4	0.03	60	0.44
3UEI	ENST00000374948	65	0.47	5	0.04	60	0.43
3UEH	ENST00000374948	63	0.46	4	0.03	59	0.43
3UEH	ENST00000374948	63	0.46	4	0.03	59	0.43
3UE4	ENST00000372348	255	0.94	0	0	255	0.94
3UE4	ENST00000372348	253	0.94	0	0	253	0.94
3UE2	ENST00000563654	110	0.97	43	0.38	67	0.59
3UE2	ENST00000568960	108	0.96	60	0.53	48	0.42
3UE2	ENST00000566765	108	0.96	29	0.26	79	0.7
3UE2	ENST00000569567	107	0.95	17	0.15	90	0.8
3UE2	ENST00000567937	107	0.95	46	0.41	61	0.54
3UE2	ENST00000453551	110	0.97	43	0.38	67	0.59
3UE2	ENST00000313352	108	0.96	60	0.53	48	0.42
3UE2	ENST00000456095	108	0.96	29	0.26	79	0.7
3UE2	ENST00000349157	107	0.95	17	0.15	90	0.8
3UE2	ENST00000527197	107	0.95	46	0.41	61	0.54
3UE8	ENST00000509167	364	0.89	0	0	364	0.89
3UE8	ENST00000509167	369	0.89	0	0	369	0.89
1QTT	ENST00000369476	109	0.93	10	0.09	99	0.85
1QTT	ENST00000362018	109	0.93	10	0.09	99	0.85
1QTY	ENST00000457104	2	0.02	0	0	2	0.02
1QTY	ENST00000457104	2	0.02	0	0	2	0.02
1QTY	ENST00000457104	2	0.02	0	0	2	0.02
1QTY	ENST00000457104	2	0.02	0	0	2	0.02
1QTY	ENST00000540678	89	0.95	0	0	89	0.95
1QTY	ENST00000540678	89	0.95	0	0	89	0.95
1QTY	ENST00000540678	89	0.95	0	0	89	0.95
1QTY	ENST00000540678	89	0.95	0	0	89	0.95
1QTN	ENST00000392263	143	0.94	0	0	143	0.94
1QTN	ENST00000264275	145	0.95	0	0	145	0.95
1QTN	ENST00000392258	151	0.99	139	0.91	12	0.08
1QTN	ENST00000358485	143	0.94	0	0	143	0.94
1QTN	ENST00000323492	143	0.94	0	0	143	0.94
1QTN	ENST00000264274	145	0.95	0	0	145	0.95
1QTN	ENST00000392259	151	0.99	139	0.91	12	0.08
1QTN	ENST00000392266	152	1	152	1	0	0
1QTN	ENST00000392263	87	0.97	15	0.17	72	0.8
1QTN	ENST00000264275	82	0.91	0	0	82	0.91
1QTN	ENST00000392258	90	1	90	1	0	0
1QTN	ENST00000358485	86	0.96	0	0	86	0.96
1QTN	ENST00000323492	87	0.97	15	0.17	72	0.8
1QTN	ENST00000264274	89	0.99	84	0.93	5	0.06
1QTN	ENST00000392259	90	1	90	1	0	0
1QTN	ENST00000392266	90	1	90	1	0	0
3FI4	ENST00000229795	15	0.04	0	0	15	0.04
3FI4	ENST00000229794	1	0	0	0	1	0
3FI4	ENST00000310795	99	0.29	45	0.13	54	0.16
2FES	ENST00000311907	14	1	0	0	14	1
2FES	ENST00000311907	196	0.86	0	0	196	0.86
2FEQ	ENST00000311907	15	1	0	0	15	1
2FEQ	ENST00000311907	196	0.86	0	0	196	0.86
3R6X	ENST00000354056	133	0.45	34	0.12	99	0.34
3F4X	ENST00000285379	126	0.49	0	0	126	0.49
1Q1C	ENST00000001008	226	0.95	0	0	226	0.95
1Q1Q	ENST00000201586	262	0.94	0	0	262	0.94
1Q1U	ENST00000445105	133	0.96	24	0.17	109	0.79
1Q1U	ENST00000450716	133	0.96	24	0.17	109	0.79
1Q1U	ENST00000264730	133	0.96	24	0.17	109	0.79
1Q1V	ENST00000397239	3	0.04	3	0.04	0	0
1Q1V	ENST00000244776	66	0.94	37	0.53	29	0.41
1Q1Z	ENST00000323090	268	0.94	0	0	268	0.94
2YJW	ENST00000334701	193	0.94	0	0	193	0.94
3HK0	ENST00000402578	214	0.93	0	0	214	0.93
3HK0	ENST00000403097	215	0.93	0	0	215	0.93
3HK0	ENST00000406641	214	0.93	0	0	214	0.93
3HK0	ENST00000357271	124	0.54	0	0	124	0.54
3HK0	ENST00000407526	214	0.93	0	0	214	0.93
3HK0	ENST00000401949	5	0.02	0	0	5	0.02
3HK0	ENST00000402497	214	0.93	0	0	214	0.93
3HK0	ENST00000398812	5	0.02	0	0	5	0.02
3HK0	ENST00000439599	215	0.93	0	0	215	0.93
3HK0	ENST00000335866	214	0.93	0	0	214	0.93
3HK0	ENST00000398810	214	0.93	0	0	214	0.93
3HK0	ENST00000402578	200	0.93	0	0	200	0.93
3HK0	ENST00000403097	202	0.94	0	0	202	0.94
3HK0	ENST00000406641	200	0.93	0	0	200	0.93
3HK0	ENST00000357271	114	0.53	0	0	114	0.53
3HK0	ENST00000407526	200	0.93	0	0	200	0.93
3HK0	ENST00000401949	3	0.01	0	0	3	0.01
3HK0	ENST00000402497	200	0.93	0	0	200	0.93
3HK0	ENST00000398812	3	0.01	0	0	3	0.01
3HK0	ENST00000439599	202	0.94	0	0	202	0.94
3HK0	ENST00000335866	200	0.93	0	0	200	0.93
3HK0	ENST00000398810	200	0.93	0	0	200	0.93
3GEY	ENST00000310366	188	1	188	1	0	0
3GEY	ENST00000310366	190	1	190	1	0	0
3GEY	ENST00000310366	195	1	195	1	0	0
3GEY	ENST00000310366	195	1	195	1	0	0
3GEB	ENST00000357410	134	0.53	79	0.31	55	0.22
3GEB	ENST00000357410	134	0.53	79	0.31	55	0.22
3GEB	ENST00000357410	134	0.53	79	0.31	55	0.22
3GEB	ENST00000357410	134	0.52	79	0.31	55	0.21
3GEF	ENST00000368301	1	0.01	0	0	1	0.01
3GEF	ENST00000368300	1	0.01	0	0	1	0.01
3GEF	ENST00000508500	116	1	116	1	0	0
3GEF	ENST00000347559	17	0.15	0	0	17	0.15
3GEF	ENST00000361308	1	0.01	0	0	1	0.01
3GEF	ENST00000368301	1	0.01	0	0	1	0.01
3GEF	ENST00000368300	1	0.01	0	0	1	0.01
3GEF	ENST00000508500	116	1	116	1	0	0
3GEF	ENST00000347559	17	0.15	0	0	17	0.15
3GEF	ENST00000361308	1	0.01	0	0	1	0.01
3GEF	ENST00000368301	1	0.01	0	0	1	0.01
3GEF	ENST00000368300	1	0.01	0	0	1	0.01
3GEF	ENST00000508500	116	1	116	1	0	0
3GEF	ENST00000347559	17	0.15	0	0	17	0.15
3GEF	ENST00000361308	1	0.01	0	0	1	0.01
3GEF	ENST00000368301	1	0.01	0	0	1	0.01
3GEF	ENST00000368300	1	0.01	0	0	1	0.01
3GEF	ENST00000508500	116	1	116	1	0	0
3GEF	ENST00000347559	17	0.15	0	0	17	0.15
3GEF	ENST00000361308	1	0.01	0	0	1	0.01
3HKJ	ENST00000311907	14	0.93	0	0	14	0.93
3HKJ	ENST00000311907	198	0.86	0	0	198	0.86
3HKJ	ENST00000311907	13	0.93	0	0	13	0.93
3HKJ	ENST00000311907	197	0.86	0	0	197	0.86
3HKV	ENST00000313028	2	0.01	0	0	2	0.01
3HKV	ENST00000568154	2	0.01	0	0	2	0.01
3HKV	ENST00000313028	2	0.01	0	0	2	0.01
3HKV	ENST00000568154	2	0.01	0	0	2	0.01
3HKR	ENST00000398606	1	0	0	0	1	0
3HKR	ENST00000398606	1	0	0	0	1	0
1IB2	ENST00000440538	299	0.93	0	0	299	0.93
4HC4	ENST00000361318	310	0.95	59	0.18	251	0.77
